locus_tag	ftype	length_bp	gene	EC_number	COG	product
HEKDCIED_00001	gene	1203				
HEKDCIED_00001	CDS	1203				hypothetical protein
HEKDCIED_00002	gene	1464				
HEKDCIED_00002	CDS	1464				hypothetical protein
HEKDCIED_00003	gene	537				
HEKDCIED_00003	CDS	537				hypothetical protein
HEKDCIED_00004	gene	717				
HEKDCIED_00004	CDS	717				hypothetical protein
HEKDCIED_00005	gene	480				
HEKDCIED_00005	CDS	480				hypothetical protein
HEKDCIED_00006	gene	1536				
HEKDCIED_00006	CDS	1536				hypothetical protein
HEKDCIED_00007	gene	1359				
HEKDCIED_00007	CDS	1359		1.6.99.-	COG1252	NADH dehydrogenase-like protein
HEKDCIED_00008	gene	651				
HEKDCIED_00008	CDS	651				hypothetical protein
HEKDCIED_00009	gene	495				
HEKDCIED_00009	CDS	495				hypothetical protein
HEKDCIED_00010	gene	2142	ftsH_1			
HEKDCIED_00010	CDS	2142	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HEKDCIED_00011	gene	219				
HEKDCIED_00011	CDS	219				hypothetical protein
HEKDCIED_00012	gene	915	ureD1			
HEKDCIED_00012	CDS	915	ureD1		COG0829	Urease accessory protein UreD
HEKDCIED_00013	gene	657	ureG			
HEKDCIED_00013	CDS	657	ureG			Urease accessory protein UreG
HEKDCIED_00014	gene	702	ureF			
HEKDCIED_00014	CDS	702	ureF		COG0830	Urease accessory protein UreF
HEKDCIED_00015	gene	474	ureE			
HEKDCIED_00015	CDS	474	ureE			Urease accessory protein UreE
HEKDCIED_00016	gene	306	ureA			
HEKDCIED_00016	CDS	306	ureA	3.5.1.5	COG0831	Urease subunit gamma
HEKDCIED_00017	gene	369	ureB			
HEKDCIED_00017	CDS	369	ureB	3.5.1.5		Urease subunit beta
HEKDCIED_00018	gene	1713	ureC			
HEKDCIED_00018	CDS	1713	ureC	3.5.1.5		Urease subunit alpha
HEKDCIED_00019	gene	293				
HEKDCIED_00019	misc_RNA	293				5_ureB_sRNA
HEKDCIED_00020	gene	1992				
HEKDCIED_00020	CDS	1992				hypothetical protein
HEKDCIED_00021	gene	516				
HEKDCIED_00021	CDS	516				hypothetical protein
HEKDCIED_00022	gene	93				
HEKDCIED_00022	CDS	93				hypothetical protein
HEKDCIED_00023	gene	192				
HEKDCIED_00023	CDS	192				hypothetical protein
HEKDCIED_00024	gene	381	crcB			
HEKDCIED_00024	CDS	381	crcB			Putative fluoride ion transporter CrcB
HEKDCIED_00025	gene	231				
HEKDCIED_00025	CDS	231				hypothetical protein
HEKDCIED_00026	gene	300				
HEKDCIED_00026	CDS	300				hypothetical protein
HEKDCIED_00027	gene	1512	nhaP2			
HEKDCIED_00027	CDS	1512	nhaP2			K(+)/H(+) antiporter NhaP2
HEKDCIED_00028	gene	543				
HEKDCIED_00028	CDS	543				hypothetical protein
HEKDCIED_00029	gene	516	cysC			
HEKDCIED_00029	CDS	516	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
HEKDCIED_00030	gene	816	cysQ_1			
HEKDCIED_00030	CDS	816	cysQ_1	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
HEKDCIED_00031	gene	210				
HEKDCIED_00031	CDS	210				hypothetical protein
HEKDCIED_00032	gene	744	bacC			
HEKDCIED_00032	CDS	744	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
HEKDCIED_00033	gene	438				
HEKDCIED_00033	CDS	438				hypothetical protein
HEKDCIED_00034	gene	642				
HEKDCIED_00034	CDS	642				hypothetical protein
HEKDCIED_00035	gene	474				
HEKDCIED_00035	CDS	474				hypothetical protein
HEKDCIED_00036	gene	261				
HEKDCIED_00036	CDS	261				hypothetical protein
HEKDCIED_00037	gene	1011				
HEKDCIED_00037	CDS	1011				hypothetical protein
HEKDCIED_00038	gene	831				
HEKDCIED_00038	CDS	831				hypothetical protein
HEKDCIED_00039	gene	195				
HEKDCIED_00039	CDS	195				hypothetical protein
HEKDCIED_00040	gene	714	queE			
HEKDCIED_00040	CDS	714	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
HEKDCIED_00041	gene	558	folE			
HEKDCIED_00041	CDS	558	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
HEKDCIED_00042	gene	246				
HEKDCIED_00042	CDS	246				hypothetical protein
HEKDCIED_00043	gene	675	queC			
HEKDCIED_00043	CDS	675	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
HEKDCIED_00044	gene	924	thrB_1			
HEKDCIED_00044	CDS	924	thrB_1	2.7.1.39	COG0083	Homoserine kinase
HEKDCIED_00045	gene	759				
HEKDCIED_00045	CDS	759				hypothetical protein
HEKDCIED_00046	gene	1017				
HEKDCIED_00046	CDS	1017				hypothetical protein
HEKDCIED_00047	gene	801				
HEKDCIED_00047	CDS	801		1.-.-.-		putative oxidoreductase
HEKDCIED_00048	gene	399				
HEKDCIED_00048	CDS	399				hypothetical protein
HEKDCIED_00049	gene	312				
HEKDCIED_00049	CDS	312				hypothetical protein
HEKDCIED_00050	gene	1236				
HEKDCIED_00050	CDS	1236				hypothetical protein
HEKDCIED_00051	gene	1155	thiI_1			
HEKDCIED_00051	CDS	1155	thiI_1	2.8.1.4		tRNA sulfurtransferase
HEKDCIED_00052	gene	756	cysH			
HEKDCIED_00052	CDS	756	cysH	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase
HEKDCIED_00053	gene	1143	sat			
HEKDCIED_00053	CDS	1143	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
HEKDCIED_00054	gene	666				
HEKDCIED_00054	CDS	666				hypothetical protein
HEKDCIED_00055	gene	651	nth			
HEKDCIED_00055	CDS	651	nth	4.2.99.18	COG0177	Endonuclease III
HEKDCIED_00056	gene	1155				
HEKDCIED_00056	CDS	1155				hypothetical protein
HEKDCIED_00057	gene	390				
HEKDCIED_00057	CDS	390				hypothetical protein
HEKDCIED_00058	gene	1950				
HEKDCIED_00058	CDS	1950				hypothetical protein
HEKDCIED_00059	gene	483				
HEKDCIED_00059	CDS	483				hypothetical protein
HEKDCIED_00060	gene	591	cbiT			
HEKDCIED_00060	CDS	591	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
HEKDCIED_00061	gene	1134				
HEKDCIED_00061	CDS	1134				hypothetical protein
HEKDCIED_00062	gene	723	cbiL			
HEKDCIED_00062	CDS	723	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
HEKDCIED_00063	gene	765	cbiF			
HEKDCIED_00063	CDS	765	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
HEKDCIED_00064	gene	765	murI			
HEKDCIED_00064	CDS	765	murI	5.1.1.3		Glutamate racemase
HEKDCIED_00065	gene	654				
HEKDCIED_00065	CDS	654				hypothetical protein
HEKDCIED_00066	gene	1458	glyQS			
HEKDCIED_00066	CDS	1458	glyQS	6.1.1.14		Glycine--tRNA ligase
HEKDCIED_00067	gene	840	nfo			
HEKDCIED_00067	CDS	840	nfo	3.1.21.2	COG0648	Endonuclease 4
HEKDCIED_00068	gene	1029				
HEKDCIED_00068	CDS	1029				hypothetical protein
HEKDCIED_00069	gene	1125				
HEKDCIED_00069	CDS	1125				hypothetical protein
HEKDCIED_00070	gene	2862				
HEKDCIED_00070	CDS	2862				hypothetical protein
HEKDCIED_00071	gene	543	guaA_1			
HEKDCIED_00071	CDS	543	guaA_1	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HEKDCIED_00072	gene	963				
HEKDCIED_00072	CDS	963				hypothetical protein
HEKDCIED_00073	gene	74				
HEKDCIED_00073	tRNA	74				tRNA-Gly(ccc)
HEKDCIED_00074	gene	174				
HEKDCIED_00074	CDS	174				hypothetical protein
HEKDCIED_00075	gene	123				
HEKDCIED_00075	CDS	123				hypothetical protein
HEKDCIED_00076	gene	399				
HEKDCIED_00076	CDS	399				hypothetical protein
HEKDCIED_00077	gene	1263	selB			
HEKDCIED_00077	CDS	1263	selB		COG3276	Selenocysteine-specific elongation factor
HEKDCIED_00078	gene	369				
HEKDCIED_00078	CDS	369				hypothetical protein
HEKDCIED_00079	gene	429				
HEKDCIED_00079	CDS	429				hypothetical protein
HEKDCIED_00080	gene	156				
HEKDCIED_00080	CDS	156				hypothetical protein
HEKDCIED_00081	gene	792	pnp_1			
HEKDCIED_00081	CDS	792	pnp_1	2.7.7.8		Polyribonucleotide nucleotidyltransferase
HEKDCIED_00082	gene	534	cobO_1			
