locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOBOLHBA_00001	gene	2841				
HOBOLHBA_00001	CDS	2841				hypothetical protein
HOBOLHBA_00002	gene	1458	glyQS			
HOBOLHBA_00002	CDS	1458	glyQS	6.1.1.14		Glycine--tRNA ligase
HOBOLHBA_00003	gene	840	nfo			
HOBOLHBA_00003	CDS	840	nfo	3.1.21.2	COG0648	Endonuclease 4
HOBOLHBA_00004	gene	1026				
HOBOLHBA_00004	CDS	1026				hypothetical protein
HOBOLHBA_00005	gene	1122				
HOBOLHBA_00005	CDS	1122				hypothetical protein
HOBOLHBA_00006	gene	2856				
HOBOLHBA_00006	CDS	2856				hypothetical protein
HOBOLHBA_00007	gene	543	guaA_1			
HOBOLHBA_00007	CDS	543	guaA_1	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HOBOLHBA_00008	gene	963				
HOBOLHBA_00008	CDS	963				hypothetical protein
HOBOLHBA_00009	gene	74				
HOBOLHBA_00009	tRNA	74				tRNA-Gly(ccc)
HOBOLHBA_00010	gene	174				
HOBOLHBA_00010	CDS	174				hypothetical protein
HOBOLHBA_00011	gene	402				
HOBOLHBA_00011	CDS	402				hypothetical protein
HOBOLHBA_00012	gene	1263	selB			
HOBOLHBA_00012	CDS	1263	selB		COG3276	Selenocysteine-specific elongation factor
HOBOLHBA_00013	gene	369				
HOBOLHBA_00013	CDS	369				hypothetical protein
HOBOLHBA_00014	gene	453				
HOBOLHBA_00014	CDS	453				hypothetical protein
HOBOLHBA_00015	gene	2139				
HOBOLHBA_00015	CDS	2139				hypothetical protein
HOBOLHBA_00016	gene	156				
HOBOLHBA_00016	CDS	156				hypothetical protein
HOBOLHBA_00017	gene	798				
HOBOLHBA_00017	CDS	798				hypothetical protein
HOBOLHBA_00018	gene	552	btuR			
HOBOLHBA_00018	CDS	552	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
HOBOLHBA_00019	gene	1356	cbiA			
HOBOLHBA_00019	CDS	1356	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
HOBOLHBA_00020	gene	642	cbiC			
HOBOLHBA_00020	CDS	642	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
HOBOLHBA_00021	gene	753	cbiX			
HOBOLHBA_00021	CDS	753	cbiX	4.99.1.3		Sirohydrochlorin cobaltochelatase
HOBOLHBA_00022	gene	1053	cbiG			
HOBOLHBA_00022	CDS	1053	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
HOBOLHBA_00023	gene	1104	cbiD			
HOBOLHBA_00023	CDS	1104	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
HOBOLHBA_00024	gene	870				
HOBOLHBA_00024	CDS	870				hypothetical protein
HOBOLHBA_00025	gene	1167	metK			
HOBOLHBA_00025	CDS	1167	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
HOBOLHBA_00026	gene	246				
HOBOLHBA_00026	CDS	246				hypothetical protein
HOBOLHBA_00027	gene	660	recA_1			
HOBOLHBA_00027	CDS	660	recA_1			Protein RecA
HOBOLHBA_00028	gene	120				
HOBOLHBA_00028	CDS	120				hypothetical protein
HOBOLHBA_00029	gene	2013	dbpA_1			
HOBOLHBA_00029	CDS	2013	dbpA_1	3.6.4.13		ATP-dependent RNA helicase DbpA
HOBOLHBA_00030	gene	600				
HOBOLHBA_00030	CDS	600				hypothetical protein
HOBOLHBA_00031	gene	1398				
HOBOLHBA_00031	CDS	1398				hypothetical protein
HOBOLHBA_00032	gene	939	lnrL_1			
HOBOLHBA_00032	CDS	939	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
HOBOLHBA_00033	gene	762				
HOBOLHBA_00033	CDS	762				hypothetical protein
HOBOLHBA_00034	gene	738				
HOBOLHBA_00034	CDS	738				hypothetical protein
HOBOLHBA_00035	gene	74				
HOBOLHBA_00035	tRNA	74				tRNA-Gln(ttg)
HOBOLHBA_00036	gene	1029				
HOBOLHBA_00036	CDS	1029				hypothetical protein
HOBOLHBA_00037	gene	1152				
HOBOLHBA_00037	CDS	1152				hypothetical protein
HOBOLHBA_00038	gene	567	grpE			
HOBOLHBA_00038	CDS	567	grpE			Protein GrpE
HOBOLHBA_00039	gene	1890	dnaK			
HOBOLHBA_00039	CDS	1890	dnaK		COG0443	Chaperone protein DnaK
HOBOLHBA_00040	gene	1059	dnaJ_1			
HOBOLHBA_00040	CDS	1059	dnaJ_1		COG0484	Chaperone protein DnaJ
HOBOLHBA_00041	gene	549				
HOBOLHBA_00041	CDS	549				hypothetical protein
HOBOLHBA_00042	gene	165				
HOBOLHBA_00042	CDS	165				hypothetical protein
HOBOLHBA_00043	gene	86				
HOBOLHBA_00043	tRNA	86				tRNA-Leu(cag)
HOBOLHBA_00044	gene	1236	GATB_1			
HOBOLHBA_00044	CDS	1236	GATB_1	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial
HOBOLHBA_00045	gene	720	GATB_2			
HOBOLHBA_00045	CDS	720	GATB_2	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial
HOBOLHBA_00046	gene	1290				
HOBOLHBA_00046	CDS	1290				hypothetical protein
HOBOLHBA_00047	gene	2187	ftsH_1			
HOBOLHBA_00047	CDS	2187	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HOBOLHBA_00048	gene	735				
HOBOLHBA_00048	CDS	735				hypothetical protein
HOBOLHBA_00049	gene	279	yccX			
HOBOLHBA_00049	CDS	279	yccX	3.6.1.7	COG1254	Acylphosphatase
HOBOLHBA_00050	gene	333				
HOBOLHBA_00050	CDS	333				hypothetical protein
HOBOLHBA_00051	gene	312				
HOBOLHBA_00051	misc_RNA	312				Archaea_SRP
HOBOLHBA_00052	gene	915	ttuA			
HOBOLHBA_00052	CDS	915	ttuA	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
HOBOLHBA_00053	gene	1152				
HOBOLHBA_00053	CDS	1152				hypothetical protein
HOBOLHBA_00054	gene	435				
HOBOLHBA_00054	CDS	435				hypothetical protein
HOBOLHBA_00055	gene	417				
HOBOLHBA_00055	CDS	417				hypothetical protein
HOBOLHBA_00056	gene	420				
