locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOKEECGH_00001	gene	879	pstA			
HOKEECGH_00001	CDS	879	pstA		COG0581	Phosphate transport system permease protein PstA
HOKEECGH_00002	gene	909	pstC1			
HOKEECGH_00002	CDS	909	pstC1		COG0573	Phosphate transport system permease protein PstC 1
HOKEECGH_00003	gene	996	sphX			
HOKEECGH_00003	CDS	996	sphX		COG0226	Protein SphX
HOKEECGH_00004	gene	1083				
HOKEECGH_00004	CDS	1083				hypothetical protein
HOKEECGH_00005	gene	837	fgd			
HOKEECGH_00005	CDS	837	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
HOKEECGH_00006	gene	882				
HOKEECGH_00006	CDS	882				hypothetical protein
HOKEECGH_00007	gene	1458	ndhB			
HOKEECGH_00007	CDS	1458	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
HOKEECGH_00008	gene	1482	nuoM			
HOKEECGH_00008	CDS	1482	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
HOKEECGH_00009	gene	2109	nuoL			
HOKEECGH_00009	CDS	2109	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
HOKEECGH_00010	gene	459				
HOKEECGH_00010	CDS	459				hypothetical protein
HOKEECGH_00011	gene	558				
HOKEECGH_00011	CDS	558				hypothetical protein
HOKEECGH_00012	gene	363				
HOKEECGH_00012	CDS	363				hypothetical protein
HOKEECGH_00013	gene	1239	thrC			
HOKEECGH_00013	CDS	1239	thrC	4.2.3.1	COG0498	Threonine synthase
HOKEECGH_00014	gene	543				
HOKEECGH_00014	CDS	543				hypothetical protein
HOKEECGH_00015	gene	1026				
HOKEECGH_00015	CDS	1026				hypothetical protein
HOKEECGH_00016	gene	2199	ftsH_1			
HOKEECGH_00016	CDS	2199	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HOKEECGH_00017	gene	312	fixX			
HOKEECGH_00017	CDS	312	fixX		COG2440	Ferredoxin-like protein FixX
HOKEECGH_00018	gene	228				
HOKEECGH_00018	CDS	228				hypothetical protein
HOKEECGH_00019	gene	999	recA_1			
