locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDEEIBNJ_00001	gene	303	bdlA			
CDEEIBNJ_00001	CDS	303	bdlA		COG0840	Biofilm dispersion protein BdlA
CDEEIBNJ_00002	gene	225				
CDEEIBNJ_00002	CDS	225				hypothetical protein
CDEEIBNJ_00003	gene	1020				
CDEEIBNJ_00003	CDS	1020				hypothetical protein
CDEEIBNJ_00004	gene	351				
CDEEIBNJ_00004	CDS	351				hypothetical protein
CDEEIBNJ_00005	gene	114				
CDEEIBNJ_00005	CDS	114				hypothetical protein
CDEEIBNJ_00006	gene	396				
CDEEIBNJ_00006	CDS	396				hypothetical protein
CDEEIBNJ_00007	gene	381				
CDEEIBNJ_00007	CDS	381				hypothetical protein
CDEEIBNJ_00008	gene	288				
CDEEIBNJ_00008	CDS	288				hypothetical protein
CDEEIBNJ_00009	gene	213				
CDEEIBNJ_00009	CDS	213				hypothetical protein
CDEEIBNJ_00010	gene	1125				
CDEEIBNJ_00010	CDS	1125		2.5.-.-		Deoxyhypusine synthase-like protein
CDEEIBNJ_00011	gene	339				
CDEEIBNJ_00011	CDS	339				hypothetical protein
CDEEIBNJ_00012	gene	1869				
CDEEIBNJ_00012	CDS	1869				hypothetical protein
CDEEIBNJ_00013	gene	873	speB			
CDEEIBNJ_00013	CDS	873	speB	3.5.3.11	COG0010	Agmatinase
CDEEIBNJ_00014	gene	450				
CDEEIBNJ_00014	CDS	450				hypothetical protein
CDEEIBNJ_00015	gene	573	pgsA2			
CDEEIBNJ_00015	CDS	573	pgsA2	2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
CDEEIBNJ_00016	gene	288				
CDEEIBNJ_00016	CDS	288				hypothetical protein
CDEEIBNJ_00017	gene	873				
CDEEIBNJ_00017	CDS	873				hypothetical protein
CDEEIBNJ_00018	gene	999	nadK_1			
CDEEIBNJ_00018	CDS	999	nadK_1	2.7.1.23		NAD kinase
CDEEIBNJ_00019	gene	600				
CDEEIBNJ_00019	CDS	600				hypothetical protein
CDEEIBNJ_00020	gene	447				
CDEEIBNJ_00020	CDS	447				hypothetical protein
CDEEIBNJ_00021	gene	1719				
CDEEIBNJ_00021	CDS	1719				hypothetical protein
CDEEIBNJ_00022	gene	222				
CDEEIBNJ_00022	CDS	222				hypothetical protein
CDEEIBNJ_00023	gene	249				
CDEEIBNJ_00023	CDS	249				hypothetical protein
CDEEIBNJ_00024	gene	1563	pyrG			
CDEEIBNJ_00024	CDS	1563	pyrG	6.3.4.2		CTP synthase
CDEEIBNJ_00025	gene	801	trpA			
CDEEIBNJ_00025	CDS	801	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
CDEEIBNJ_00026	gene	321				
CDEEIBNJ_00026	CDS	321				hypothetical protein
CDEEIBNJ_00027	gene	93				
CDEEIBNJ_00027	CDS	93				hypothetical protein
CDEEIBNJ_00028	gene	498	ftnA			
CDEEIBNJ_00028	CDS	498	ftnA	1.16.3.2	COG1528	putative bacterial non-heme ferritin
CDEEIBNJ_00029	gene	480				
CDEEIBNJ_00029	CDS	480				hypothetical protein
CDEEIBNJ_00030	gene	237				
CDEEIBNJ_00030	CDS	237				hypothetical protein
CDEEIBNJ_00031	gene	351				
CDEEIBNJ_00031	CDS	351				hypothetical protein
CDEEIBNJ_00032	gene	528				
CDEEIBNJ_00032	CDS	528				hypothetical protein
CDEEIBNJ_00033	gene	417				
CDEEIBNJ_00033	CDS	417				hypothetical protein
CDEEIBNJ_00034	gene	945				
CDEEIBNJ_00034	CDS	945				hypothetical protein
CDEEIBNJ_00035	gene	879				
CDEEIBNJ_00035	CDS	879				hypothetical protein
CDEEIBNJ_00036	gene	1023				
CDEEIBNJ_00036	CDS	1023				hypothetical protein
CDEEIBNJ_00037	gene	1308				
CDEEIBNJ_00037	CDS	1308				hypothetical protein
CDEEIBNJ_00038	gene	1125				
CDEEIBNJ_00038	CDS	1125				hypothetical protein
CDEEIBNJ_00039	gene	216				
CDEEIBNJ_00039	CDS	216				hypothetical protein
CDEEIBNJ_00040	gene	609				
CDEEIBNJ_00040	CDS	609				hypothetical protein
CDEEIBNJ_00041	gene	186				
CDEEIBNJ_00041	CDS	186				hypothetical protein
CDEEIBNJ_00042	gene	1350	pabB			
CDEEIBNJ_00042	CDS	1350	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
CDEEIBNJ_00043	gene	591	trpG			
CDEEIBNJ_00043	CDS	591	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
CDEEIBNJ_00044	gene	1047	trpD			
CDEEIBNJ_00044	CDS	1047	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
CDEEIBNJ_00045	gene	777	trpC			
CDEEIBNJ_00045	CDS	777	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
CDEEIBNJ_00046	gene	342				
CDEEIBNJ_00046	CDS	342				hypothetical protein
CDEEIBNJ_00047	gene	144				
CDEEIBNJ_00047	CDS	144				hypothetical protein
CDEEIBNJ_00048	gene	486				
CDEEIBNJ_00048	CDS	486				hypothetical protein
CDEEIBNJ_00049	gene	1203	trpB			
CDEEIBNJ_00049	CDS	1203	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
CDEEIBNJ_00050	gene	147				
CDEEIBNJ_00050	CDS	147				hypothetical protein
CDEEIBNJ_00051	gene	90				
CDEEIBNJ_00051	CDS	90				hypothetical protein
CDEEIBNJ_00052	gene	594				
