locus_tag	ftype	length_bp	gene	EC_number	COG	product
DOMIDHEL_00001	gene	627				
DOMIDHEL_00001	CDS	627				hypothetical protein
DOMIDHEL_00002	gene	408	msrB			
DOMIDHEL_00002	CDS	408	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
DOMIDHEL_00003	gene	1011	hom			
DOMIDHEL_00003	CDS	1011	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
DOMIDHEL_00004	gene	477				
DOMIDHEL_00004	CDS	477				hypothetical protein
DOMIDHEL_00005	gene	471				
DOMIDHEL_00005	CDS	471				hypothetical protein
DOMIDHEL_00006	gene	597	prcB			
DOMIDHEL_00006	CDS	597	prcB	3.4.25.1	COG0638	Proteasome subunit beta
DOMIDHEL_00007	gene	420	mhqP			
DOMIDHEL_00007	CDS	420	mhqP	1.-.-.-	COG2259	Putative oxidoreductase MhqP
DOMIDHEL_00008	gene	1353	dapE			
DOMIDHEL_00008	CDS	1353	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
DOMIDHEL_00009	gene	939	nnr_1			
DOMIDHEL_00009	CDS	939	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
DOMIDHEL_00010	gene	891	trmI			
DOMIDHEL_00010	CDS	891	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
DOMIDHEL_00011	gene	120				
DOMIDHEL_00011	CDS	120				hypothetical protein
DOMIDHEL_00012	gene	342				
DOMIDHEL_00012	CDS	342				hypothetical protein
DOMIDHEL_00013	gene	147				
DOMIDHEL_00013	CDS	147				hypothetical protein
DOMIDHEL_00014	gene	510				
DOMIDHEL_00014	CDS	510				hypothetical protein
DOMIDHEL_00015	gene	294				
DOMIDHEL_00015	CDS	294				hypothetical protein
DOMIDHEL_00016	gene	1887	argS			
DOMIDHEL_00016	CDS	1887	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
DOMIDHEL_00017	gene	696				
DOMIDHEL_00017	CDS	696				hypothetical protein
DOMIDHEL_00018	gene	228				
DOMIDHEL_00018	CDS	228				hypothetical protein
DOMIDHEL_00019	gene	1110	obg			
DOMIDHEL_00019	CDS	1110	obg	3.6.5.-		GTPase Obg
DOMIDHEL_00020	gene	138				
DOMIDHEL_00020	CDS	138				hypothetical protein
DOMIDHEL_00021	gene	381				
DOMIDHEL_00021	CDS	381				hypothetical protein
DOMIDHEL_00022	gene	1620				
DOMIDHEL_00022	CDS	1620				hypothetical protein
DOMIDHEL_00023	gene	1122				
DOMIDHEL_00023	CDS	1122				hypothetical protein
DOMIDHEL_00024	gene	807				
DOMIDHEL_00024	CDS	807				hypothetical protein
DOMIDHEL_00025	gene	1809	sir			
DOMIDHEL_00025	CDS	1809	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
DOMIDHEL_00026	gene	819	thi4			
DOMIDHEL_00026	CDS	819	thi4	2.4.2.59		Thiamine thiazole synthase
DOMIDHEL_00027	gene	771				
DOMIDHEL_00027	CDS	771				hypothetical protein
DOMIDHEL_00028	gene	492	ldh_1			
DOMIDHEL_00028	CDS	492	ldh_1	1.1.1.27	COG0039	L-lactate dehydrogenase
DOMIDHEL_00029	gene	432	ldh_2			
DOMIDHEL_00029	CDS	432	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
DOMIDHEL_00030	gene	480				
DOMIDHEL_00030	CDS	480				Putative universal stress protein
DOMIDHEL_00031	gene	342				
DOMIDHEL_00031	CDS	342				hypothetical protein
DOMIDHEL_00032	gene	858	IMPDH_1			
DOMIDHEL_00032	CDS	858	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
DOMIDHEL_00033	gene	423				
DOMIDHEL_00033	CDS	423				Putative universal stress protein
DOMIDHEL_00034	gene	432	teaD_1			
DOMIDHEL_00034	CDS	432	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
DOMIDHEL_00035	gene	438	hrp1			
DOMIDHEL_00035	CDS	438	hrp1		COG0517	Hypoxic response protein 1
DOMIDHEL_00036	gene	1002	trxB			
DOMIDHEL_00036	CDS	1002	trxB	1.8.1.9	COG0492	Thioredoxin reductase
DOMIDHEL_00037	gene	216				
DOMIDHEL_00037	CDS	216				hypothetical protein
DOMIDHEL_00038	gene	474				
DOMIDHEL_00038	CDS	474				hypothetical protein
DOMIDHEL_00039	gene	993	cysM			
DOMIDHEL_00039	CDS	993	cysM	2.5.1.47	COG0031	Cysteine synthase B
DOMIDHEL_00040	gene	237	tusA			
DOMIDHEL_00040	CDS	237	tusA		COG0425	Sulfur carrier protein TusA
DOMIDHEL_00041	gene	915				
DOMIDHEL_00041	CDS	915				hypothetical protein
DOMIDHEL_00042	gene	726	fbiB_1			
DOMIDHEL_00042	CDS	726	fbiB_1		COG0778	Bifunctional F420 biosynthesis protein FbiB
DOMIDHEL_00043	gene	720	serB2			
DOMIDHEL_00043	CDS	720	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
DOMIDHEL_00044	gene	471				
DOMIDHEL_00044	CDS	471				hypothetical protein
DOMIDHEL_00045	gene	312				
DOMIDHEL_00045	CDS	312				hypothetical protein
DOMIDHEL_00046	gene	387				
DOMIDHEL_00046	CDS	387				hypothetical protein
DOMIDHEL_00047	gene	432				
DOMIDHEL_00047	CDS	432				Putative universal stress protein
DOMIDHEL_00048	gene	390				
DOMIDHEL_00048	CDS	390				hypothetical protein
DOMIDHEL_00049	gene	495				
DOMIDHEL_00049	CDS	495				hypothetical protein
DOMIDHEL_00050	gene	219				
DOMIDHEL_00050	CDS	219				hypothetical protein
DOMIDHEL_00051	gene	354				
DOMIDHEL_00051	CDS	354				hypothetical protein
DOMIDHEL_00052	gene	423				
DOMIDHEL_00052	CDS	423				Putative universal stress protein
DOMIDHEL_00053	gene	315				
DOMIDHEL_00053	CDS	315				hypothetical protein
DOMIDHEL_00054	gene	165				
DOMIDHEL_00054	CDS	165				hypothetical protein
DOMIDHEL_00055	gene	648				
DOMIDHEL_00055	CDS	648				hypothetical protein
DOMIDHEL_00056	gene	459				
DOMIDHEL_00056	CDS	459				hypothetical protein
DOMIDHEL_00057	gene	132				
DOMIDHEL_00057	CDS	132				hypothetical protein
DOMIDHEL_00058	gene	309				
DOMIDHEL_00058	CDS	309				hypothetical protein
DOMIDHEL_00059	gene	369				
DOMIDHEL_00059	CDS	369				hypothetical protein
DOMIDHEL_00060	gene	606				
DOMIDHEL_00060	CDS	606				hypothetical protein
DOMIDHEL_00061	gene	1653				
DOMIDHEL_00061	CDS	1653				hypothetical protein
DOMIDHEL_00062	gene	1311	yhdG			
DOMIDHEL_00062	CDS	1311	yhdG		COG0531	putative amino acid permease YhdG
DOMIDHEL_00063	gene	144				
DOMIDHEL_00063	CDS	144				hypothetical protein
DOMIDHEL_00064	gene	417	teaD_2			
DOMIDHEL_00064	CDS	417	teaD_2		COG0589	TRAP-T-associated universal stress protein TeaD
DOMIDHEL_00065	gene	723				
DOMIDHEL_00065	CDS	723				hypothetical protein
DOMIDHEL_00066	gene	1290	ybaT			
DOMIDHEL_00066	CDS	1290	ybaT		COG0531	Inner membrane transport protein YbaT
DOMIDHEL_00067	gene	360				
DOMIDHEL_00067	CDS	360				hypothetical protein
DOMIDHEL_00068	gene	417	teaD_3			
DOMIDHEL_00068	CDS	417	teaD_3		COG0589	TRAP-T-associated universal stress protein TeaD
DOMIDHEL_00069	gene	291				
DOMIDHEL_00069	CDS	291				hypothetical protein
DOMIDHEL_00070	gene	471				
DOMIDHEL_00070	CDS	471				hypothetical protein
DOMIDHEL_00071	gene	1137	xerC_1			
DOMIDHEL_00071	CDS	1137	xerC_1			Tyrosine recombinase XerC
DOMIDHEL_00072	gene	285				
DOMIDHEL_00072	CDS	285				hypothetical protein
DOMIDHEL_00073	gene	1443	proS			
DOMIDHEL_00073	CDS	1443	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DOMIDHEL_00074	gene	363				
DOMIDHEL_00074	CDS	363				hypothetical protein
DOMIDHEL_00075	gene	1317	egtB			
DOMIDHEL_00075	CDS	1317	egtB	1.14.99.50	COG1262	Hercynine oxygenase
DOMIDHEL_00076	gene	1023	egtD			
DOMIDHEL_00076	CDS	1023	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
DOMIDHEL_00077	gene	966	oppF			
DOMIDHEL_00077	CDS	966	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
DOMIDHEL_00078	gene	3525	smc_1			
DOMIDHEL_00078	CDS	3525	smc_1			Chromosome partition protein Smc
DOMIDHEL_00079	gene	738				
DOMIDHEL_00079	CDS	738				hypothetical protein
DOMIDHEL_00080	gene	1095	ino1			
DOMIDHEL_00080	CDS	1095	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
DOMIDHEL_00081	gene	942				
DOMIDHEL_00081	CDS	942		2.5.-.-		Deoxyhypusine synthase-like protein
DOMIDHEL_00082	gene	714				
DOMIDHEL_00082	CDS	714				hypothetical protein
DOMIDHEL_00083	gene	621				
DOMIDHEL_00083	CDS	621				hypothetical protein
DOMIDHEL_00084	gene	258				
DOMIDHEL_00084	CDS	258				hypothetical protein
DOMIDHEL_00085	gene	234				
DOMIDHEL_00085	CDS	234				hypothetical protein
DOMIDHEL_00086	gene	252				
DOMIDHEL_00086	CDS	252				hypothetical protein
DOMIDHEL_00087	gene	1095	dinB			
DOMIDHEL_00087	CDS	1095	dinB	2.7.7.7		DNA polymerase IV
