locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLHCEGFC_00001	gene	456	trxB			
FLHCEGFC_00001	CDS	456	trxB	1.8.1.9	COG0492	Thioredoxin reductase
FLHCEGFC_00002	gene	243	tusA			
FLHCEGFC_00002	CDS	243	tusA		COG0425	Sulfur carrier protein TusA
FLHCEGFC_00003	gene	918				
FLHCEGFC_00003	CDS	918				hypothetical protein
FLHCEGFC_00004	gene	732	fbiB			
FLHCEGFC_00004	CDS	732	fbiB		COG0778	Bifunctional F420 biosynthesis protein FbiB
FLHCEGFC_00005	gene	1026	sir			
FLHCEGFC_00005	CDS	1026	sir	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
FLHCEGFC_00006	gene	810	ttuD			
FLHCEGFC_00006	CDS	810	ttuD		COG2897	Sulfur carrier protein TtuD
FLHCEGFC_00007	gene	1203				
FLHCEGFC_00007	CDS	1203				hypothetical protein
FLHCEGFC_00008	gene	1107				
FLHCEGFC_00008	CDS	1107				hypothetical protein
FLHCEGFC_00009	gene	1110	obg			
FLHCEGFC_00009	CDS	1110	obg	3.6.5.-		GTPase Obg
FLHCEGFC_00010	gene	714				
FLHCEGFC_00010	CDS	714				hypothetical protein
FLHCEGFC_00011	gene	1872	argS			
FLHCEGFC_00011	CDS	1872	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
FLHCEGFC_00012	gene	117				
FLHCEGFC_00012	CDS	117				hypothetical protein
FLHCEGFC_00013	gene	855	trmI			
FLHCEGFC_00013	CDS	855	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
FLHCEGFC_00014	gene	861	nnr			
FLHCEGFC_00014	CDS	861	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
FLHCEGFC_00015	gene	1362	dapE			
FLHCEGFC_00015	CDS	1362	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
FLHCEGFC_00016	gene	600	prcB_1			
FLHCEGFC_00016	CDS	600	prcB_1	3.4.25.1	COG0638	Proteasome subunit beta
FLHCEGFC_00017	gene	477				
FLHCEGFC_00017	CDS	477				hypothetical protein
FLHCEGFC_00018	gene	1011	hom			
FLHCEGFC_00018	CDS	1011	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
FLHCEGFC_00019	gene	438	msrB			
FLHCEGFC_00019	CDS	438	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
FLHCEGFC_00020	gene	1617	thyX			
FLHCEGFC_00020	CDS	1617	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
FLHCEGFC_00021	gene	306				
FLHCEGFC_00021	CDS	306				hypothetical protein
FLHCEGFC_00022	gene	819				
FLHCEGFC_00022	CDS	819				hypothetical protein
FLHCEGFC_00023	gene	1923	acsA			
FLHCEGFC_00023	CDS	1923	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FLHCEGFC_00024	gene	363	queD			
FLHCEGFC_00024	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
FLHCEGFC_00025	gene	222				
FLHCEGFC_00025	CDS	222				hypothetical protein
FLHCEGFC_00026	gene	240				
FLHCEGFC_00026	CDS	240				hypothetical protein
FLHCEGFC_00027	gene	465				
FLHCEGFC_00027	CDS	465				hypothetical protein
FLHCEGFC_00028	gene	93				
FLHCEGFC_00028	CDS	93				hypothetical protein
FLHCEGFC_00029	gene	903				
FLHCEGFC_00029	CDS	903				hypothetical protein
FLHCEGFC_00030	gene	1521				
FLHCEGFC_00030	CDS	1521				hypothetical protein
FLHCEGFC_00031	gene	999	birA			
FLHCEGFC_00031	CDS	999	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
FLHCEGFC_00032	gene	411	yccU			
FLHCEGFC_00032	CDS	411	yccU		COG1832	putative protein YccU
FLHCEGFC_00033	gene	261				
FLHCEGFC_00033	CDS	261				hypothetical protein
FLHCEGFC_00034	gene	1212	OLA1			
FLHCEGFC_00034	CDS	1212	OLA1			Obg-like ATPase 1
FLHCEGFC_00035	gene	1389	cysS			
FLHCEGFC_00035	CDS	1389	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
FLHCEGFC_00036	gene	786	nadE			
FLHCEGFC_00036	CDS	786	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
FLHCEGFC_00037	gene	225				
FLHCEGFC_00037	CDS	225				hypothetical protein
FLHCEGFC_00038	gene	303	bnzC			
FLHCEGFC_00038	CDS	303	bnzC		COG2146	Benzene 1,2-dioxygenase system ferredoxin subunit
FLHCEGFC_00039	gene	1311	ahcY			
FLHCEGFC_00039	CDS	1311	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
FLHCEGFC_00040	gene	186				
FLHCEGFC_00040	CDS	186				hypothetical protein
FLHCEGFC_00041	gene	1656	metG_1			
FLHCEGFC_00041	CDS	1656	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
FLHCEGFC_00042	gene	753				
FLHCEGFC_00042	CDS	753				hypothetical protein
FLHCEGFC_00043	gene	966	tuf_1			
FLHCEGFC_00043	CDS	966	tuf_1			Elongation factor Tu
FLHCEGFC_00044	gene	999	ilvC			
FLHCEGFC_00044	CDS	999	ilvC	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
FLHCEGFC_00045	gene	423	mcm			
FLHCEGFC_00045	CDS	423	mcm	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
FLHCEGFC_00046	gene	2499	pepN			
FLHCEGFC_00046	CDS	2499	pepN	3.4.11.2	COG0308	Aminopeptidase N
FLHCEGFC_00047	gene	414				
FLHCEGFC_00047	CDS	414				hypothetical protein
FLHCEGFC_00048	gene	918				
FLHCEGFC_00048	CDS	918		3.6.-.-	COG1703	putative GTPase
FLHCEGFC_00049	gene	1584	bhbA			
FLHCEGFC_00049	CDS	1584	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
FLHCEGFC_00050	gene	393	epi			
