locus_tag	ftype	length_bp	gene	EC_number	COG	product
LNFFNNDB_00001	gene	153				
LNFFNNDB_00001	CDS	153				hypothetical protein
LNFFNNDB_00002	gene	732	gutB_1			
LNFFNNDB_00002	CDS	732	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
LNFFNNDB_00003	gene	870	nnr_1			
LNFFNNDB_00003	CDS	870	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LNFFNNDB_00004	gene	162				
LNFFNNDB_00004	CDS	162				hypothetical protein
LNFFNNDB_00005	gene	261				
LNFFNNDB_00005	CDS	261				hypothetical protein
LNFFNNDB_00006	gene	195				
LNFFNNDB_00006	CDS	195				hypothetical protein
LNFFNNDB_00007	gene	108				
LNFFNNDB_00007	CDS	108				hypothetical protein
LNFFNNDB_00008	gene	420	lrpC_1			
LNFFNNDB_00008	CDS	420	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
LNFFNNDB_00009	gene	198	argD_1			
LNFFNNDB_00009	CDS	198	argD_1	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
LNFFNNDB_00010	gene	399				
LNFFNNDB_00010	CDS	399				hypothetical protein
LNFFNNDB_00011	gene	198				
LNFFNNDB_00011	CDS	198				hypothetical protein
LNFFNNDB_00012	gene	411	resA			
LNFFNNDB_00012	CDS	411	resA			Thiol-disulfide oxidoreductase ResA
LNFFNNDB_00013	gene	447				
LNFFNNDB_00013	CDS	447				hypothetical protein
LNFFNNDB_00014	gene	774	speE			
LNFFNNDB_00014	CDS	774	speE	2.5.1.16		Polyamine aminopropyltransferase
LNFFNNDB_00015	gene	264	hutG			
LNFFNNDB_00015	CDS	264	hutG	3.5.3.8		Formimidoylglutamase
LNFFNNDB_00016	gene	438				
LNFFNNDB_00016	CDS	438				hypothetical protein
LNFFNNDB_00017	gene	651	lnrL_1			
LNFFNNDB_00017	CDS	651	lnrL_1	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
LNFFNNDB_00018	gene	183				
LNFFNNDB_00018	CDS	183				hypothetical protein
LNFFNNDB_00019	gene	663				
LNFFNNDB_00019	CDS	663		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
LNFFNNDB_00020	gene	663	prs_1			
LNFFNNDB_00020	CDS	663	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
LNFFNNDB_00021	gene	558				
LNFFNNDB_00021	CDS	558				hypothetical protein
LNFFNNDB_00022	gene	309				
LNFFNNDB_00022	CDS	309				hypothetical protein
LNFFNNDB_00023	gene	258				
