locus_tag	ftype	length_bp	gene	EC_number	COG	product
FFNHLFKP_00001	gene	1206				
FFNHLFKP_00001	CDS	1206				hypothetical protein
FFNHLFKP_00002	gene	1422				
FFNHLFKP_00002	CDS	1422				hypothetical protein
FFNHLFKP_00003	gene	558				
FFNHLFKP_00003	CDS	558				hypothetical protein
FFNHLFKP_00004	gene	888				
FFNHLFKP_00004	CDS	888				hypothetical protein
FFNHLFKP_00005	gene	699				
FFNHLFKP_00005	CDS	699				hypothetical protein
FFNHLFKP_00006	gene	486				
FFNHLFKP_00006	CDS	486				hypothetical protein
FFNHLFKP_00007	gene	1542				
FFNHLFKP_00007	CDS	1542				hypothetical protein
FFNHLFKP_00008	gene	417				
FFNHLFKP_00008	CDS	417				hypothetical protein
FFNHLFKP_00009	gene	843	COQ5_1			
FFNHLFKP_00009	CDS	843	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FFNHLFKP_00010	gene	1065	pepE			
FFNHLFKP_00010	CDS	1065	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
FFNHLFKP_00011	gene	1005	thiI_1			
FFNHLFKP_00011	CDS	1005	thiI_1	2.8.1.4		tRNA sulfurtransferase
FFNHLFKP_00012	gene	312				
FFNHLFKP_00012	CDS	312				hypothetical protein
FFNHLFKP_00013	gene	1038				
FFNHLFKP_00013	CDS	1038				hypothetical protein
FFNHLFKP_00014	gene	414				
FFNHLFKP_00014	CDS	414				hypothetical protein
FFNHLFKP_00015	gene	690	yhhW			
FFNHLFKP_00015	CDS	690	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
FFNHLFKP_00016	gene	966	htpX			
FFNHLFKP_00016	CDS	966	htpX	3.4.24.-	COG0501	Protease HtpX
FFNHLFKP_00017	gene	1935	rnj			
FFNHLFKP_00017	CDS	1935	rnj	3.1.-.-		Ribonuclease J
FFNHLFKP_00018	gene	636	prcB_1			
FFNHLFKP_00018	CDS	636	prcB_1	3.4.25.1	COG0638	Proteasome subunit beta
FFNHLFKP_00019	gene	1023				
FFNHLFKP_00019	CDS	1023				hypothetical protein
FFNHLFKP_00020	gene	159				
FFNHLFKP_00020	CDS	159				hypothetical protein
FFNHLFKP_00021	gene	330				
FFNHLFKP_00021	CDS	330				hypothetical protein
FFNHLFKP_00022	gene	153				
FFNHLFKP_00022	CDS	153				hypothetical protein
FFNHLFKP_00023	gene	828				
FFNHLFKP_00023	CDS	828				hypothetical protein
FFNHLFKP_00024	gene	642	fabG_1			
FFNHLFKP_00024	CDS	642	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FFNHLFKP_00025	gene	543				
FFNHLFKP_00025	CDS	543				hypothetical protein
FFNHLFKP_00026	gene	513	cysC			
FFNHLFKP_00026	CDS	513	cysC	2.7.1.25		putative adenylyl-sulfate kinase
FFNHLFKP_00027	gene	813	cysQ_1			
FFNHLFKP_00027	CDS	813	cysQ_1	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
FFNHLFKP_00028	gene	210				
FFNHLFKP_00028	CDS	210				hypothetical protein
FFNHLFKP_00029	gene	744	tsaC1			
FFNHLFKP_00029	CDS	744	tsaC1	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
FFNHLFKP_00030	gene	435				
FFNHLFKP_00030	CDS	435				hypothetical protein
FFNHLFKP_00031	gene	912				
FFNHLFKP_00031	CDS	912				hypothetical protein
FFNHLFKP_00032	gene	642				
FFNHLFKP_00032	CDS	642				hypothetical protein
FFNHLFKP_00033	gene	474				
FFNHLFKP_00033	CDS	474				hypothetical protein
FFNHLFKP_00034	gene	261				
FFNHLFKP_00034	CDS	261				hypothetical protein
FFNHLFKP_00035	gene	1221				
FFNHLFKP_00035	CDS	1221				hypothetical protein
FFNHLFKP_00036	gene	1419				
FFNHLFKP_00036	CDS	1419				hypothetical protein
FFNHLFKP_00037	gene	195				
FFNHLFKP_00037	CDS	195				hypothetical protein
FFNHLFKP_00038	gene	714	queE			
