locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIFGGFLE_00001	gene	594				
PIFGGFLE_00001	CDS	594				hypothetical protein
PIFGGFLE_00002	gene	492				
PIFGGFLE_00002	CDS	492				hypothetical protein
PIFGGFLE_00003	gene	75				
PIFGGFLE_00003	tRNA	75				tRNA-Arg(tcg)
PIFGGFLE_00004	gene	1176	alaA			
PIFGGFLE_00004	CDS	1176	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
PIFGGFLE_00005	gene	402				
PIFGGFLE_00005	CDS	402				hypothetical protein
PIFGGFLE_00006	gene	168				
PIFGGFLE_00006	CDS	168				hypothetical protein
PIFGGFLE_00007	gene	672				
PIFGGFLE_00007	CDS	672				hypothetical protein
PIFGGFLE_00008	gene	624	pspA			
PIFGGFLE_00008	CDS	624	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
PIFGGFLE_00009	gene	261				
PIFGGFLE_00009	CDS	261				hypothetical protein
PIFGGFLE_00010	gene	432	coxM			
PIFGGFLE_00010	CDS	432	coxM	1.9.3.1	COG1622	Alternative cytochrome c oxidase subunit 2
PIFGGFLE_00011	gene	1527	ctaD			
PIFGGFLE_00011	CDS	1527	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
PIFGGFLE_00012	gene	957	petE_1			
PIFGGFLE_00012	CDS	957	petE_1			Plastocyanin
PIFGGFLE_00013	gene	444	ctaA			
PIFGGFLE_00013	CDS	444	ctaA	1.3.-.-	COG1612	Heme A synthase
PIFGGFLE_00014	gene	441				
PIFGGFLE_00014	CDS	441				hypothetical protein
PIFGGFLE_00015	gene	744				
PIFGGFLE_00015	CDS	744				hypothetical protein
PIFGGFLE_00016	gene	75				
PIFGGFLE_00016	tRNA	75				tRNA-Lys(ctt)
PIFGGFLE_00017	gene	423	cheY_1			
PIFGGFLE_00017	CDS	423	cheY_1		COG0784	Chemotaxis protein CheY
PIFGGFLE_00018	gene	1782	sasA_1			
PIFGGFLE_00018	CDS	1782	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PIFGGFLE_00019	gene	555				
PIFGGFLE_00019	CDS	555				hypothetical protein
PIFGGFLE_00020	gene	162				
PIFGGFLE_00020	CDS	162				hypothetical protein
PIFGGFLE_00021	gene	915	ilvE_1			
