locus_tag	ftype	length_bp	gene	EC_number	COG	product
AALMNKNO_00001	gene	1221				
AALMNKNO_00001	CDS	1221				hypothetical protein
AALMNKNO_00002	gene	1494				
AALMNKNO_00002	CDS	1494				hypothetical protein
AALMNKNO_00003	gene	159				
AALMNKNO_00003	CDS	159				hypothetical protein
AALMNKNO_00004	gene	1596				
AALMNKNO_00004	CDS	1596				hypothetical protein
AALMNKNO_00005	gene	450	ctaA_1			
AALMNKNO_00005	CDS	450	ctaA_1	1.3.-.-		Heme A synthase
AALMNKNO_00006	gene	372	tcrX			
AALMNKNO_00006	CDS	372	tcrX		COG0745	putative transcriptional regulatory protein TcrX
AALMNKNO_00007	gene	186				
AALMNKNO_00007	CDS	186				hypothetical protein
AALMNKNO_00008	gene	903				
AALMNKNO_00008	CDS	903				hypothetical protein
AALMNKNO_00009	gene	519				
AALMNKNO_00009	CDS	519				hypothetical protein
AALMNKNO_00010	gene	192				
AALMNKNO_00010	CDS	192				hypothetical protein
AALMNKNO_00011	gene	672	udgb			
AALMNKNO_00011	CDS	672	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
AALMNKNO_00012	gene	330				
AALMNKNO_00012	CDS	330				hypothetical protein
AALMNKNO_00013	gene	177				
AALMNKNO_00013	CDS	177				hypothetical protein
AALMNKNO_00014	gene	237				
AALMNKNO_00014	CDS	237				hypothetical protein
AALMNKNO_00015	gene	828	ybeM			
AALMNKNO_00015	CDS	828	ybeM	3.5.1.128		Deaminated glutathione amidase
AALMNKNO_00016	gene	132				
AALMNKNO_00016	CDS	132				hypothetical protein
AALMNKNO_00017	gene	2058	topA			
AALMNKNO_00017	CDS	2058	topA	5.6.2.1		DNA topoisomerase 1
AALMNKNO_00018	gene	132				
AALMNKNO_00018	CDS	132				hypothetical protein
AALMNKNO_00019	gene	294				
AALMNKNO_00019	CDS	294				hypothetical protein
AALMNKNO_00020	gene	1170	fadA			
AALMNKNO_00020	CDS	1170	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
AALMNKNO_00021	gene	390				
AALMNKNO_00021	CDS	390				hypothetical protein
AALMNKNO_00022	gene	183				
AALMNKNO_00022	CDS	183				hypothetical protein
AALMNKNO_00023	gene	165				
AALMNKNO_00023	CDS	165				hypothetical protein
AALMNKNO_00024	gene	612				
AALMNKNO_00024	CDS	612				hypothetical protein
AALMNKNO_00025	gene	624				
AALMNKNO_00025	CDS	624				hypothetical protein
AALMNKNO_00026	gene	2082				
AALMNKNO_00026	CDS	2082				hypothetical protein
AALMNKNO_00027	gene	2736				
AALMNKNO_00027	CDS	2736				hypothetical protein
AALMNKNO_00028	gene	564				
AALMNKNO_00028	CDS	564				hypothetical protein
AALMNKNO_00029	gene	426				
AALMNKNO_00029	CDS	426				hypothetical protein
AALMNKNO_00030	gene	258				
AALMNKNO_00030	CDS	258				hypothetical protein
AALMNKNO_00031	gene	777	scaC			
AALMNKNO_00031	CDS	777	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
AALMNKNO_00032	gene	966	znuA_1			
AALMNKNO_00032	CDS	966	znuA_1		COG0803	High-affinity zinc uptake system binding-protein ZnuA
AALMNKNO_00033	gene	384	nikR_1			
AALMNKNO_00033	CDS	384	nikR_1			Nickel-responsive regulator
AALMNKNO_00034	gene	1035	murG_1			
AALMNKNO_00034	CDS	1035	murG_1	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
AALMNKNO_00035	gene	1023	nanM			
AALMNKNO_00035	CDS	1023	nanM	5.1.3.24		N-acetylneuraminate epimerase
AALMNKNO_00036	gene	201				
AALMNKNO_00036	CDS	201				hypothetical protein
AALMNKNO_00037	gene	210				
AALMNKNO_00037	CDS	210				hypothetical protein
AALMNKNO_00038	gene	354				
AALMNKNO_00038	CDS	354				hypothetical protein
AALMNKNO_00039	gene	186				
AALMNKNO_00039	CDS	186				hypothetical protein
AALMNKNO_00040	gene	189				
AALMNKNO_00040	CDS	189				hypothetical protein
AALMNKNO_00041	gene	1131	hflX_1			
AALMNKNO_00041	CDS	1131	hflX_1		COG2262	GTPase HflX
AALMNKNO_00042	gene	282				
AALMNKNO_00042	CDS	282				hypothetical protein
AALMNKNO_00043	gene	207				
AALMNKNO_00043	CDS	207				hypothetical protein
AALMNKNO_00044	gene	372				
AALMNKNO_00044	CDS	372				hypothetical protein
AALMNKNO_00045	gene	270				
AALMNKNO_00045	CDS	270				hypothetical protein
AALMNKNO_00046	gene	234				
AALMNKNO_00046	CDS	234				hypothetical protein
AALMNKNO_00047	gene	246				
AALMNKNO_00047	CDS	246				hypothetical protein
AALMNKNO_00048	gene	216				
AALMNKNO_00048	CDS	216				hypothetical protein
AALMNKNO_00049	gene	318				
AALMNKNO_00049	CDS	318				hypothetical protein
AALMNKNO_00050	gene	1113				
AALMNKNO_00050	CDS	1113				hypothetical protein
AALMNKNO_00051	gene	423				
AALMNKNO_00051	CDS	423				hypothetical protein
AALMNKNO_00052	gene	423				
AALMNKNO_00052	CDS	423				hypothetical protein
AALMNKNO_00053	gene	519				
AALMNKNO_00053	CDS	519				hypothetical protein
AALMNKNO_00054	gene	1242	gerN_1			
AALMNKNO_00054	CDS	1242	gerN_1		COG0475	Na(+)/H(+)-K(+) antiporter GerN
AALMNKNO_00055	gene	234				
AALMNKNO_00055	CDS	234				hypothetical protein
AALMNKNO_00056	gene	393	vapC_1			
AALMNKNO_00056	CDS	393	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
AALMNKNO_00057	gene	216				
AALMNKNO_00057	CDS	216				hypothetical protein
AALMNKNO_00058	gene	294				
AALMNKNO_00058	CDS	294				hypothetical protein
AALMNKNO_00059	gene	948				
AALMNKNO_00059	CDS	948				hypothetical protein
AALMNKNO_00060	gene	246				
AALMNKNO_00060	CDS	246				hypothetical protein
AALMNKNO_00061	gene	198				
AALMNKNO_00061	CDS	198				hypothetical protein
AALMNKNO_00062	gene	210				
AALMNKNO_00062	CDS	210				hypothetical protein
AALMNKNO_00063	gene	240				
AALMNKNO_00063	CDS	240				hypothetical protein
AALMNKNO_00064	gene	411	vapC_2			
AALMNKNO_00064	CDS	411	vapC_2	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
AALMNKNO_00065	gene	384	vapC_3			
AALMNKNO_00065	CDS	384	vapC_3	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
AALMNKNO_00066	gene	240				
AALMNKNO_00066	CDS	240				hypothetical protein
AALMNKNO_00067	gene	135				
AALMNKNO_00067	CDS	135				hypothetical protein
AALMNKNO_00068	gene	354				
AALMNKNO_00068	CDS	354				hypothetical protein
AALMNKNO_00069	gene	171				
AALMNKNO_00069	CDS	171				hypothetical protein
AALMNKNO_00070	gene	459				
AALMNKNO_00070	CDS	459				hypothetical protein
AALMNKNO_00071	gene	312				
AALMNKNO_00071	CDS	312				hypothetical protein
AALMNKNO_00072	gene	213				
AALMNKNO_00072	CDS	213				hypothetical protein
AALMNKNO_00073	gene	354				
AALMNKNO_00073	CDS	354				hypothetical protein
AALMNKNO_00074	gene	183				
AALMNKNO_00074	CDS	183				hypothetical protein
AALMNKNO_00075	gene	249				
AALMNKNO_00075	CDS	249				hypothetical protein
AALMNKNO_00076	gene	201				
AALMNKNO_00076	CDS	201				hypothetical protein
AALMNKNO_00077	gene	594				
AALMNKNO_00077	CDS	594				hypothetical protein
AALMNKNO_00078	gene	1122				
AALMNKNO_00078	CDS	1122				IS200/IS605 family transposase ISHhu5
AALMNKNO_00079	gene	1017				
AALMNKNO_00079	CDS	1017				hypothetical protein
AALMNKNO_00080	gene	3771				
AALMNKNO_00080	CDS	3771				hypothetical protein
AALMNKNO_00081	gene	1080				
AALMNKNO_00081	CDS	1080				hypothetical protein
AALMNKNO_00082	gene	135				
AALMNKNO_00082	CDS	135				hypothetical protein
AALMNKNO_00083	gene	396	vapC2			
AALMNKNO_00083	CDS	396	vapC2	3.1.-.-	COG1487	Ribonuclease VapC2
AALMNKNO_00084	gene	234				
AALMNKNO_00084	CDS	234				hypothetical protein
AALMNKNO_00085	gene	294				
AALMNKNO_00085	CDS	294				hypothetical protein
AALMNKNO_00086	gene	231				
AALMNKNO_00086	CDS	231				hypothetical protein
AALMNKNO_00087	gene	258				
AALMNKNO_00087	CDS	258				hypothetical protein
AALMNKNO_00088	gene	1236				
AALMNKNO_00088	CDS	1236				hypothetical protein
AALMNKNO_00089	gene	678	rplA			
AALMNKNO_00089	CDS	678	rplA		COG0081	50S ribosomal protein L1
AALMNKNO_00090	gene	897				
AALMNKNO_00090	CDS	897				hypothetical protein
AALMNKNO_00091	gene	852				
AALMNKNO_00091	CDS	852				hypothetical protein
AALMNKNO_00092	gene	219				
AALMNKNO_00092	CDS	219				hypothetical protein
AALMNKNO_00093	gene	156				
AALMNKNO_00093	CDS	156				hypothetical protein
AALMNKNO_00094	gene	573				
AALMNKNO_00094	CDS	573				hypothetical protein
AALMNKNO_00095	gene	135				
AALMNKNO_00095	CDS	135				hypothetical protein
AALMNKNO_00096	gene	1188				
AALMNKNO_00096	CDS	1188				hypothetical protein
AALMNKNO_00097	gene	222				
AALMNKNO_00097	CDS	222				hypothetical protein
AALMNKNO_00098	gene	414	flK			
