locus_tag	ftype	length_bp	gene	EC_number	COG	product
GIKOLODH_00001	gene	1074				
GIKOLODH_00001	CDS	1074				hypothetical protein
GIKOLODH_00002	gene	261				
GIKOLODH_00002	CDS	261				hypothetical protein
GIKOLODH_00003	gene	417	nikR_1			
GIKOLODH_00003	CDS	417	nikR_1			Nickel-responsive regulator
GIKOLODH_00004	gene	75				
GIKOLODH_00004	tRNA	75				tRNA-Val(tac)
GIKOLODH_00005	gene	159				
GIKOLODH_00005	CDS	159				hypothetical protein
GIKOLODH_00006	gene	1212	gerN			
GIKOLODH_00006	CDS	1212	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
GIKOLODH_00007	gene	501				
GIKOLODH_00007	CDS	501				hypothetical protein
GIKOLODH_00008	gene	294				
GIKOLODH_00008	CDS	294				hypothetical protein
GIKOLODH_00009	gene	1110				
GIKOLODH_00009	CDS	1110				hypothetical protein
GIKOLODH_00010	gene	354				
GIKOLODH_00010	CDS	354				hypothetical protein
GIKOLODH_00011	gene	939				
GIKOLODH_00011	CDS	939				hypothetical protein
GIKOLODH_00012	gene	120				
GIKOLODH_00012	CDS	120				hypothetical protein
GIKOLODH_00013	gene	303				
GIKOLODH_00013	CDS	303				hypothetical protein
GIKOLODH_00014	gene	459				
GIKOLODH_00014	CDS	459				hypothetical protein
GIKOLODH_00015	gene	549				
GIKOLODH_00015	CDS	549				hypothetical protein
GIKOLODH_00016	gene	240				
GIKOLODH_00016	CDS	240				hypothetical protein
GIKOLODH_00017	gene	837				
GIKOLODH_00017	CDS	837				hypothetical protein
GIKOLODH_00018	gene	2118	pat			
GIKOLODH_00018	CDS	2118	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
GIKOLODH_00019	gene	1572	abfD			
GIKOLODH_00019	CDS	1572	abfD	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
GIKOLODH_00020	gene	675				
GIKOLODH_00020	CDS	675				hypothetical protein
GIKOLODH_00021	gene	333	trxA_1			
GIKOLODH_00021	CDS	333	trxA_1			Thioredoxin 1
GIKOLODH_00022	gene	438				
GIKOLODH_00022	CDS	438				hypothetical protein
GIKOLODH_00023	gene	426				
GIKOLODH_00023	CDS	426				hypothetical protein
GIKOLODH_00024	gene	73				
