locus_tag	ftype	length_bp	gene	EC_number	COG	product
MOIMFNLK_00001	gene	831	cpnA			
MOIMFNLK_00001	CDS	831	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
MOIMFNLK_00002	gene	318				
MOIMFNLK_00002	CDS	318				hypothetical protein
MOIMFNLK_00003	gene	1053				
MOIMFNLK_00003	CDS	1053				hypothetical protein
MOIMFNLK_00004	gene	1290				
MOIMFNLK_00004	CDS	1290				hypothetical protein
MOIMFNLK_00005	gene	159				
MOIMFNLK_00005	CDS	159				hypothetical protein
MOIMFNLK_00006	gene	879				
MOIMFNLK_00006	CDS	879				hypothetical protein
MOIMFNLK_00007	gene	816				
MOIMFNLK_00007	CDS	816				hypothetical protein
MOIMFNLK_00008	gene	1368	lig_1			
MOIMFNLK_00008	CDS	1368	lig_1	6.5.1.1		DNA ligase
MOIMFNLK_00009	gene	654				
MOIMFNLK_00009	CDS	654				hypothetical protein
MOIMFNLK_00010	gene	288				
MOIMFNLK_00010	CDS	288				hypothetical protein
MOIMFNLK_00011	gene	1065	phaC_1			
MOIMFNLK_00011	CDS	1065	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
MOIMFNLK_00012	gene	327				
MOIMFNLK_00012	CDS	327				hypothetical protein
MOIMFNLK_00013	gene	336				
MOIMFNLK_00013	CDS	336				hypothetical protein
MOIMFNLK_00014	gene	252				
MOIMFNLK_00014	CDS	252				hypothetical protein
MOIMFNLK_00015	gene	987				
MOIMFNLK_00015	CDS	987				hypothetical protein
MOIMFNLK_00016	gene	135				
MOIMFNLK_00016	CDS	135				hypothetical protein
MOIMFNLK_00017	gene	222				
MOIMFNLK_00017	CDS	222				hypothetical protein
MOIMFNLK_00018	gene	237				
MOIMFNLK_00018	CDS	237				hypothetical protein
MOIMFNLK_00019	gene	453				
MOIMFNLK_00019	CDS	453				hypothetical protein
MOIMFNLK_00020	gene	882				
MOIMFNLK_00020	CDS	882				hypothetical protein
MOIMFNLK_00021	gene	537				
MOIMFNLK_00021	CDS	537				hypothetical protein
MOIMFNLK_00022	gene	102				
MOIMFNLK_00022	CDS	102				hypothetical protein
MOIMFNLK_00023	gene	771	ubiD_1			
MOIMFNLK_00023	CDS	771	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MOIMFNLK_00024	gene	1119	mqnC_1			
MOIMFNLK_00024	CDS	1119	mqnC_1	1.21.98.1	COG1060	Cyclic dehypoxanthine futalosine synthase
MOIMFNLK_00025	gene	219				
MOIMFNLK_00025	CDS	219				hypothetical protein
MOIMFNLK_00026	gene	699				
MOIMFNLK_00026	CDS	699				hypothetical protein
MOIMFNLK_00027	gene	198				
MOIMFNLK_00027	CDS	198				hypothetical protein
MOIMFNLK_00028	gene	657	ureG_1			
MOIMFNLK_00028	CDS	657	ureG_1		COG0378	Urease accessory protein UreG
MOIMFNLK_00029	gene	708	ureF_1			
