locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHICDGJB_00001	gene	321				
GHICDGJB_00001	CDS	321				hypothetical protein
GHICDGJB_00002	gene	219	mdh_1			
GHICDGJB_00002	CDS	219	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
GHICDGJB_00003	gene	960	larC			
GHICDGJB_00003	CDS	960	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
GHICDGJB_00004	gene	546	queC			
GHICDGJB_00004	CDS	546	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
GHICDGJB_00005	gene	837				
GHICDGJB_00005	CDS	837				hypothetical protein
GHICDGJB_00006	gene	1005				
GHICDGJB_00006	CDS	1005				hypothetical protein
GHICDGJB_00007	gene	252				
GHICDGJB_00007	CDS	252				hypothetical protein
GHICDGJB_00008	gene	180				
GHICDGJB_00008	CDS	180				hypothetical protein
GHICDGJB_00009	gene	225				
GHICDGJB_00009	CDS	225				hypothetical protein
GHICDGJB_00010	gene	477				
GHICDGJB_00010	CDS	477				hypothetical protein
GHICDGJB_00011	gene	147				
GHICDGJB_00011	CDS	147				hypothetical protein
GHICDGJB_00012	gene	324				
GHICDGJB_00012	CDS	324				hypothetical protein
GHICDGJB_00013	gene	507				
GHICDGJB_00013	CDS	507				hypothetical protein
GHICDGJB_00014	gene	441				
GHICDGJB_00014	CDS	441				hypothetical protein
GHICDGJB_00015	gene	333				
GHICDGJB_00015	CDS	333				hypothetical protein
GHICDGJB_00016	gene	1329	ubiD_1			
GHICDGJB_00016	CDS	1329	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
GHICDGJB_00017	gene	1074	ccr_1			
GHICDGJB_00017	CDS	1074	ccr_1	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
GHICDGJB_00018	gene	177				
GHICDGJB_00018	CDS	177				hypothetical protein
GHICDGJB_00019	gene	930	ctaB_1			
GHICDGJB_00019	CDS	930	ctaB_1	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
GHICDGJB_00020	gene	453	asnC_1			
GHICDGJB_00020	CDS	453	asnC_1		COG1522	Regulatory protein AsnC
GHICDGJB_00021	gene	1074	asd2			
GHICDGJB_00021	CDS	1074	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
GHICDGJB_00022	gene	1086	cobD_1			
GHICDGJB_00022	CDS	1086	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
GHICDGJB_00023	gene	843	cobQ			
GHICDGJB_00023	CDS	843	cobQ			Cobyric acid synthase
GHICDGJB_00024	gene	972	cobD_2			
GHICDGJB_00024	CDS	972	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
GHICDGJB_00025	gene	726	cobS			
GHICDGJB_00025	CDS	726	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
GHICDGJB_00026	gene	585	mobA			
GHICDGJB_00026	CDS	585	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
GHICDGJB_00027	gene	198				
GHICDGJB_00027	CDS	198				hypothetical protein
GHICDGJB_00028	gene	282				
GHICDGJB_00028	CDS	282				hypothetical protein
GHICDGJB_00029	gene	1773	ade			
GHICDGJB_00029	CDS	1773	ade	3.5.4.2	COG1001	Adenine deaminase
GHICDGJB_00030	gene	1632	groL			
GHICDGJB_00030	CDS	1632	groL			60 kDa chaperonin
GHICDGJB_00031	gene	561	mak_1			
GHICDGJB_00031	CDS	561	mak_1	2.7.1.4	COG1940	Fructokinase
GHICDGJB_00032	gene	234	mak_2			
GHICDGJB_00032	CDS	234	mak_2	2.7.1.4	COG1940	Fructokinase
GHICDGJB_00033	gene	1524	guaA			
GHICDGJB_00033	CDS	1524	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
GHICDGJB_00034	gene	591				
GHICDGJB_00034	CDS	591				hypothetical protein
GHICDGJB_00035	gene	201				
GHICDGJB_00035	CDS	201				hypothetical protein
GHICDGJB_00036	gene	282				
GHICDGJB_00036	CDS	282				hypothetical protein
GHICDGJB_00037	gene	879	folP			
GHICDGJB_00037	CDS	879	folP	2.5.1.15		Dihydropteroate synthase
GHICDGJB_00038	gene	1179	lysS			
GHICDGJB_00038	CDS	1179	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
GHICDGJB_00039	gene	198				
GHICDGJB_00039	CDS	198				hypothetical protein
GHICDGJB_00040	gene	723				
