locus_tag	ftype	length_bp	gene	EC_number	COG	product
MABPDHHA_00001	gene	105				
MABPDHHA_00001	CDS	105				hypothetical protein
MABPDHHA_00002	gene	138				
MABPDHHA_00002	CDS	138				hypothetical protein
MABPDHHA_00003	gene	501				
MABPDHHA_00003	CDS	501				hypothetical protein
MABPDHHA_00004	gene	663				
MABPDHHA_00004	CDS	663				hypothetical protein
MABPDHHA_00005	gene	321				
MABPDHHA_00005	CDS	321				hypothetical protein
MABPDHHA_00006	gene	1359				
MABPDHHA_00006	CDS	1359		1.6.99.-	COG1252	NADH dehydrogenase-like protein
MABPDHHA_00007	gene	489				
MABPDHHA_00007	CDS	489				hypothetical protein
MABPDHHA_00008	gene	702				
MABPDHHA_00008	CDS	702				hypothetical protein
MABPDHHA_00009	gene	732				
MABPDHHA_00009	CDS	732				hypothetical protein
MABPDHHA_00010	gene	507				
MABPDHHA_00010	CDS	507				hypothetical protein
MABPDHHA_00011	gene	1215				
MABPDHHA_00011	CDS	1215				hypothetical protein
MABPDHHA_00012	gene	105				
MABPDHHA_00012	CDS	105				hypothetical protein
MABPDHHA_00013	gene	393				
MABPDHHA_00013	CDS	393				hypothetical protein
MABPDHHA_00014	gene	159				
MABPDHHA_00014	CDS	159				hypothetical protein
MABPDHHA_00015	gene	558				
MABPDHHA_00015	CDS	558				hypothetical protein
MABPDHHA_00016	gene	363				
MABPDHHA_00016	CDS	363				hypothetical protein
MABPDHHA_00017	gene	741				
MABPDHHA_00017	CDS	741		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
MABPDHHA_00018	gene	369				
MABPDHHA_00018	CDS	369				hypothetical protein
MABPDHHA_00019	gene	1323	glyA			
MABPDHHA_00019	CDS	1323	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MABPDHHA_00020	gene	1698	groL_1			
MABPDHHA_00020	CDS	1698	groL_1		COG0459	60 kDa chaperonin
MABPDHHA_00021	gene	279				
MABPDHHA_00021	CDS	279				hypothetical protein
MABPDHHA_00022	gene	1485	glnA_1			
MABPDHHA_00022	CDS	1485	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
MABPDHHA_00023	gene	558				
