locus_tag	ftype	length_bp	gene	EC_number	COG	product
GGBPDCEL_00001	gene	270				
GGBPDCEL_00001	CDS	270				hypothetical protein
GGBPDCEL_00002	gene	9990				
GGBPDCEL_00002	CDS	9990				hypothetical protein
GGBPDCEL_00003	gene	765	murI			
GGBPDCEL_00003	CDS	765	murI	5.1.1.3		Glutamate racemase
GGBPDCEL_00004	gene	651				
GGBPDCEL_00004	CDS	651				hypothetical protein
GGBPDCEL_00005	gene	1167	arnC_1			
GGBPDCEL_00005	CDS	1167	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GGBPDCEL_00006	gene	795				
GGBPDCEL_00006	CDS	795				hypothetical protein
GGBPDCEL_00007	gene	180				
GGBPDCEL_00007	CDS	180				hypothetical protein
GGBPDCEL_00008	gene	684				
GGBPDCEL_00008	CDS	684				hypothetical protein
GGBPDCEL_00009	gene	759	cbiF			
GGBPDCEL_00009	CDS	759	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
GGBPDCEL_00010	gene	723	cbiL			
GGBPDCEL_00010	CDS	723	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
GGBPDCEL_00011	gene	591	cbiT			
GGBPDCEL_00011	CDS	591	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
GGBPDCEL_00012	gene	480				
GGBPDCEL_00012	CDS	480				hypothetical protein
GGBPDCEL_00013	gene	1947				
GGBPDCEL_00013	CDS	1947				hypothetical protein
GGBPDCEL_00014	gene	384				
GGBPDCEL_00014	CDS	384				hypothetical protein
GGBPDCEL_00015	gene	1155				
GGBPDCEL_00015	CDS	1155				hypothetical protein
GGBPDCEL_00016	gene	651	nth			
GGBPDCEL_00016	CDS	651	nth	4.2.99.18	COG0177	Endonuclease III
GGBPDCEL_00017	gene	666				
GGBPDCEL_00017	CDS	666				hypothetical protein
GGBPDCEL_00018	gene	1143	sat			
GGBPDCEL_00018	CDS	1143	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
GGBPDCEL_00019	gene	717	cysH			
GGBPDCEL_00019	CDS	717	cysH	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase
GGBPDCEL_00020	gene	1116	thiI_1			
GGBPDCEL_00020	CDS	1116	thiI_1	2.8.1.4		tRNA sulfurtransferase
GGBPDCEL_00021	gene	1233				
GGBPDCEL_00021	CDS	1233				hypothetical protein
GGBPDCEL_00022	gene	315				
GGBPDCEL_00022	CDS	315				hypothetical protein
GGBPDCEL_00023	gene	399				
GGBPDCEL_00023	CDS	399				hypothetical protein
GGBPDCEL_00024	gene	801	acr1			
GGBPDCEL_00024	CDS	801	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
GGBPDCEL_00025	gene	1017				
GGBPDCEL_00025	CDS	1017				hypothetical protein
GGBPDCEL_00026	gene	153				
GGBPDCEL_00026	CDS	153				hypothetical protein
GGBPDCEL_00027	gene	828				
GGBPDCEL_00027	CDS	828				hypothetical protein
GGBPDCEL_00028	gene	921	thrB_1			
GGBPDCEL_00028	CDS	921	thrB_1	2.7.1.39	COG0083	Homoserine kinase
GGBPDCEL_00029	gene	675	queC			
GGBPDCEL_00029	CDS	675	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GGBPDCEL_00030	gene	252				
GGBPDCEL_00030	CDS	252				hypothetical protein
GGBPDCEL_00031	gene	558	folE			
GGBPDCEL_00031	CDS	558	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
GGBPDCEL_00032	gene	714	queE			
GGBPDCEL_00032	CDS	714	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
GGBPDCEL_00033	gene	195				
GGBPDCEL_00033	CDS	195				hypothetical protein
GGBPDCEL_00034	gene	1029				
GGBPDCEL_00034	CDS	1029				hypothetical protein
GGBPDCEL_00035	gene	1059				
GGBPDCEL_00035	CDS	1059				hypothetical protein
GGBPDCEL_00036	gene	261				
GGBPDCEL_00036	CDS	261				hypothetical protein
GGBPDCEL_00037	gene	222				
GGBPDCEL_00037	CDS	222				hypothetical protein
GGBPDCEL_00038	gene	684				
GGBPDCEL_00038	CDS	684				hypothetical protein
GGBPDCEL_00039	gene	468				
GGBPDCEL_00039	CDS	468				hypothetical protein
GGBPDCEL_00040	gene	648				
GGBPDCEL_00040	CDS	648				hypothetical protein
GGBPDCEL_00041	gene	432				
GGBPDCEL_00041	CDS	432				hypothetical protein
GGBPDCEL_00042	gene	744	bacC			
GGBPDCEL_00042	CDS	744	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GGBPDCEL_00043	gene	210				
GGBPDCEL_00043	CDS	210				hypothetical protein
GGBPDCEL_00044	gene	816	cysQ_1			
GGBPDCEL_00044	CDS	816	cysQ_1	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
GGBPDCEL_00045	gene	516	cysC			
GGBPDCEL_00045	CDS	516	cysC	2.7.1.25		putative adenylyl-sulfate kinase
GGBPDCEL_00046	gene	543				
GGBPDCEL_00046	CDS	543				hypothetical protein
GGBPDCEL_00047	gene	1458	nhaP2			
GGBPDCEL_00047	CDS	1458	nhaP2			K(+)/H(+) antiporter NhaP2
GGBPDCEL_00048	gene	906				
GGBPDCEL_00048	CDS	906				hypothetical protein
GGBPDCEL_00049	gene	948				
GGBPDCEL_00049	CDS	948				hypothetical protein
GGBPDCEL_00050	gene	300				
GGBPDCEL_00050	CDS	300				hypothetical protein
GGBPDCEL_00051	gene	273				
GGBPDCEL_00051	CDS	273				hypothetical protein
GGBPDCEL_00052	gene	231				
GGBPDCEL_00052	CDS	231				hypothetical protein
GGBPDCEL_00053	gene	381	crcB			
GGBPDCEL_00053	CDS	381	crcB			Putative fluoride ion transporter CrcB
GGBPDCEL_00054	gene	192				
GGBPDCEL_00054	CDS	192				hypothetical protein
GGBPDCEL_00055	gene	933				
GGBPDCEL_00055	CDS	933				hypothetical protein
GGBPDCEL_00056	gene	438				
GGBPDCEL_00056	CDS	438				hypothetical protein
GGBPDCEL_00057	gene	219				
GGBPDCEL_00057	CDS	219				hypothetical protein
GGBPDCEL_00058	gene	2154	ftsH_1			
GGBPDCEL_00058	CDS	2154	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
GGBPDCEL_00059	gene	501				
GGBPDCEL_00059	CDS	501				hypothetical protein
GGBPDCEL_00060	gene	651				
GGBPDCEL_00060	CDS	651				hypothetical protein
GGBPDCEL_00061	gene	1356				
GGBPDCEL_00061	CDS	1356		1.6.99.-	COG1252	NADH dehydrogenase-like protein
GGBPDCEL_00062	gene	1536				
GGBPDCEL_00062	CDS	1536				hypothetical protein
GGBPDCEL_00063	gene	492				
GGBPDCEL_00063	CDS	492				hypothetical protein
GGBPDCEL_00064	gene	717				
GGBPDCEL_00064	CDS	717				hypothetical protein
GGBPDCEL_00065	gene	897				
GGBPDCEL_00065	CDS	897				hypothetical protein
GGBPDCEL_00066	gene	537				
GGBPDCEL_00066	CDS	537				hypothetical protein
GGBPDCEL_00067	gene	1446				
GGBPDCEL_00067	CDS	1446				hypothetical protein
GGBPDCEL_00068	gene	1206				
GGBPDCEL_00068	CDS	1206				hypothetical protein
GGBPDCEL_00069	gene	405				
GGBPDCEL_00069	CDS	405				hypothetical protein
GGBPDCEL_00070	gene	162				
GGBPDCEL_00070	CDS	162				hypothetical protein
GGBPDCEL_00071	gene	603				
GGBPDCEL_00071	CDS	603				hypothetical protein
GGBPDCEL_00072	gene	363				
GGBPDCEL_00072	CDS	363				hypothetical protein
GGBPDCEL_00073	gene	753				
GGBPDCEL_00073	CDS	753		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
GGBPDCEL_00074	gene	3378				
GGBPDCEL_00074	CDS	3378				hypothetical protein
GGBPDCEL_00075	gene	1323	glyA			
GGBPDCEL_00075	CDS	1323	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
GGBPDCEL_00076	gene	1710	groL_1			
GGBPDCEL_00076	CDS	1710	groL_1		COG0459	60 kDa chaperonin
GGBPDCEL_00077	gene	279				
GGBPDCEL_00077	CDS	279				hypothetical protein
GGBPDCEL_00078	gene	1461	glnA_1			
GGBPDCEL_00078	CDS	1461	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
GGBPDCEL_00079	gene	558				
GGBPDCEL_00079	CDS	558				hypothetical protein
GGBPDCEL_00080	gene	285				
GGBPDCEL_00080	CDS	285				hypothetical protein
GGBPDCEL_00081	gene	222				
GGBPDCEL_00081	CDS	222				hypothetical protein
GGBPDCEL_00082	gene	741				
GGBPDCEL_00082	CDS	741		1.-.-.-		putative oxidoreductase
GGBPDCEL_00083	gene	1149				
GGBPDCEL_00083	CDS	1149		1.8.5.4	COG0446	Sulfide-quinone reductase
GGBPDCEL_00084	gene	216				
GGBPDCEL_00084	CDS	216				hypothetical protein
GGBPDCEL_00085	gene	74				
GGBPDCEL_00085	tRNA	74				tRNA-Pro(ggg)
GGBPDCEL_00086	gene	762				
GGBPDCEL_00086	CDS	762				hypothetical protein
GGBPDCEL_00087	gene	1332				
GGBPDCEL_00087	CDS	1332				hypothetical protein
GGBPDCEL_00088	gene	543				
GGBPDCEL_00088	CDS	543		3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
GGBPDCEL_00089	gene	549				
GGBPDCEL_00089	CDS	549				hypothetical protein
GGBPDCEL_00090	gene	399				
GGBPDCEL_00090	CDS	399				hypothetical protein
GGBPDCEL_00091	gene	744				
GGBPDCEL_00091	CDS	744				hypothetical protein
GGBPDCEL_00092	gene	723	cobB			
GGBPDCEL_00092	CDS	723	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
GGBPDCEL_00093	gene	900	rnz			
GGBPDCEL_00093	CDS	900	rnz	3.1.26.11	COG1234	Ribonuclease Z
GGBPDCEL_00094	gene	948				
GGBPDCEL_00094	CDS	948				hypothetical protein
GGBPDCEL_00095	gene	876	prs			
GGBPDCEL_00095	CDS	876	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GGBPDCEL_00096	gene	1746				
GGBPDCEL_00096	CDS	1746				hypothetical protein
GGBPDCEL_00097	gene	1365				
GGBPDCEL_00097	CDS	1365				hypothetical protein
GGBPDCEL_00098	gene	87				
GGBPDCEL_00098	tRNA	87				tRNA-Arg(cct)
GGBPDCEL_00099	gene	1296	yhdG			
GGBPDCEL_00099	CDS	1296	yhdG		COG0531	putative amino acid permease YhdG
GGBPDCEL_00100	gene	684				
GGBPDCEL_00100	CDS	684				hypothetical protein
GGBPDCEL_00101	gene	423	teaD_1			
GGBPDCEL_00101	CDS	423	teaD_1		COG0589	TRAP-T-associated universal stress protein TeaD
GGBPDCEL_00102	gene	1146	dnaJ_1			
GGBPDCEL_00102	CDS	1146	dnaJ_1			Chaperone protein DnaJ
GGBPDCEL_00103	gene	1767				
GGBPDCEL_00103	CDS	1767				hypothetical protein
GGBPDCEL_00104	gene	993				
GGBPDCEL_00104	CDS	993				hypothetical protein
GGBPDCEL_00105	gene	300	ndhI_1			
GGBPDCEL_00105	CDS	300	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GGBPDCEL_00106	gene	273				
GGBPDCEL_00106	CDS	273				hypothetical protein
GGBPDCEL_00107	gene	273				
GGBPDCEL_00107	CDS	273				hypothetical protein
GGBPDCEL_00108	gene	1152	sufS			
GGBPDCEL_00108	CDS	1152	sufS	2.8.1.7	COG0520	Cysteine desulfurase
GGBPDCEL_00109	gene	258				
GGBPDCEL_00109	CDS	258				hypothetical protein
GGBPDCEL_00110	gene	642	kynB			
GGBPDCEL_00110	CDS	642	kynB	3.5.1.9	COG1878	Kynurenine formamidase
GGBPDCEL_00111	gene	495				
GGBPDCEL_00111	CDS	495				hypothetical protein
GGBPDCEL_00112	gene	147				
GGBPDCEL_00112	CDS	147				hypothetical protein
GGBPDCEL_00113	gene	153				
GGBPDCEL_00113	CDS	153				hypothetical protein
GGBPDCEL_00114	gene	537				
GGBPDCEL_00114	CDS	537				hypothetical protein
GGBPDCEL_00115	gene	279				
GGBPDCEL_00115	CDS	279				hypothetical protein
GGBPDCEL_00116	gene	318				
GGBPDCEL_00116	CDS	318				hypothetical protein
GGBPDCEL_00117	gene	747				
GGBPDCEL_00117	CDS	747				hypothetical protein
GGBPDCEL_00118	gene	1404	thrA_1			
GGBPDCEL_00118	CDS	1404	thrA_1		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
GGBPDCEL_00119	gene	1464				
GGBPDCEL_00119	CDS	1464				hypothetical protein
GGBPDCEL_00120	gene	795				
GGBPDCEL_00120	CDS	795		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
GGBPDCEL_00121	gene	1089				
GGBPDCEL_00121	CDS	1089				hypothetical protein
GGBPDCEL_00122	gene	210				
GGBPDCEL_00122	CDS	210				hypothetical protein
GGBPDCEL_00123	gene	189				
GGBPDCEL_00123	CDS	189				hypothetical protein
GGBPDCEL_00124	gene	576				
GGBPDCEL_00124	CDS	576				hypothetical protein
GGBPDCEL_00125	gene	1083	desV			
