locus_tag	ftype	length_bp	gene	EC_number	COG	product
GABJGADL_00001	gene	957	ruvB_1			
GABJGADL_00001	CDS	957	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
GABJGADL_00002	gene	519				
GABJGADL_00002	CDS	519				hypothetical protein
GABJGADL_00003	gene	2079				
GABJGADL_00003	CDS	2079				hypothetical protein
GABJGADL_00004	gene	2118	cshA			
GABJGADL_00004	CDS	2118	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
GABJGADL_00005	gene	993	mraY			
GABJGADL_00005	CDS	993	mraY	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
GABJGADL_00006	gene	234				
GABJGADL_00006	CDS	234				hypothetical protein
GABJGADL_00007	gene	477	fdtC			
GABJGADL_00007	CDS	477	fdtC	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
GABJGADL_00008	gene	270				
GABJGADL_00008	CDS	270				hypothetical protein
GABJGADL_00009	gene	936	iolG			
GABJGADL_00009	CDS	936	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GABJGADL_00010	gene	918	ilvE_1			
GABJGADL_00010	CDS	918	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
GABJGADL_00011	gene	75				
GABJGADL_00011	tRNA	75				tRNA-Pro(cgg)
GABJGADL_00012	gene	76				
GABJGADL_00012	tRNA	76				tRNA-Ala(ggc)
GABJGADL_00013	gene	846	mimB			
GABJGADL_00013	CDS	846	mimB	1.18.1.-		Propane 2-monooxygenase, reductase component
GABJGADL_00014	gene	1086	hemA_1			
GABJGADL_00014	CDS	1086	hemA_1	1.2.1.70		Glutamyl-tRNA reductase
GABJGADL_00015	gene	819				
GABJGADL_00015	CDS	819				hypothetical protein
GABJGADL_00016	gene	846	prmB			
GABJGADL_00016	CDS	846	prmB	1.18.1.-	COG0543	Propane 2-monooxygenase, reductase component
GABJGADL_00017	gene	552				
GABJGADL_00017	CDS	552				hypothetical protein
GABJGADL_00018	gene	435				
GABJGADL_00018	CDS	435				hypothetical protein
GABJGADL_00019	gene	864	Dml			
GABJGADL_00019	CDS	864	Dml	4.1.3.32		2,3-dimethylmalate lyase
GABJGADL_00020	gene	510				
GABJGADL_00020	CDS	510				hypothetical protein
GABJGADL_00021	gene	1713	frdA			
GABJGADL_00021	CDS	1713	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GABJGADL_00022	gene	435				
GABJGADL_00022	CDS	435				hypothetical protein
GABJGADL_00023	gene	345				
GABJGADL_00023	CDS	345				hypothetical protein
GABJGADL_00024	gene	768	frdB			
GABJGADL_00024	CDS	768	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GABJGADL_00025	gene	327				
GABJGADL_00025	CDS	327				hypothetical protein
GABJGADL_00026	gene	1461	argH			
GABJGADL_00026	CDS	1461	argH	4.3.2.1	COG0165	Argininosuccinate lyase
GABJGADL_00027	gene	315				
GABJGADL_00027	CDS	315				hypothetical protein
GABJGADL_00028	gene	285				
GABJGADL_00028	CDS	285				hypothetical protein
GABJGADL_00029	gene	74				
GABJGADL_00029	tRNA	74				tRNA-Lys(ttt)
GABJGADL_00030	gene	76				
GABJGADL_00030	tRNA	76				tRNA-Asp(gtc)
GABJGADL_00031	gene	801	cysQ			
GABJGADL_00031	CDS	801	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
GABJGADL_00032	gene	1125				
GABJGADL_00032	CDS	1125				hypothetical protein
GABJGADL_00033	gene	1158	ruvB_2			
GABJGADL_00033	CDS	1158	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
GABJGADL_00034	gene	312				
GABJGADL_00034	CDS	312				hypothetical protein
GABJGADL_00035	gene	1548	pccB			
GABJGADL_00035	CDS	1548	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
GABJGADL_00036	gene	1488	cfiB			
GABJGADL_00036	CDS	1488	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
GABJGADL_00037	gene	513				
GABJGADL_00037	CDS	513				hypothetical protein
GABJGADL_00038	gene	474	bcp_1			
GABJGADL_00038	CDS	474	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
GABJGADL_00039	gene	336	ndhC			
