locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPKGAMPB_00001	gene	1209				
BPKGAMPB_00001	CDS	1209				hypothetical protein
BPKGAMPB_00002	gene	396				
BPKGAMPB_00002	CDS	396				hypothetical protein
BPKGAMPB_00003	gene	153				
BPKGAMPB_00003	CDS	153				hypothetical protein
BPKGAMPB_00004	gene	558				
BPKGAMPB_00004	CDS	558				hypothetical protein
BPKGAMPB_00005	gene	363				
BPKGAMPB_00005	CDS	363				hypothetical protein
BPKGAMPB_00006	gene	750				
BPKGAMPB_00006	CDS	750		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
BPKGAMPB_00007	gene	3375				
BPKGAMPB_00007	CDS	3375				hypothetical protein
BPKGAMPB_00008	gene	1323	glyA			
BPKGAMPB_00008	CDS	1323	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
BPKGAMPB_00009	gene	1701	groL_1			
BPKGAMPB_00009	CDS	1701	groL_1		COG0459	60 kDa chaperonin
BPKGAMPB_00010	gene	279				
BPKGAMPB_00010	CDS	279				hypothetical protein
BPKGAMPB_00011	gene	1485	glnA_1			
BPKGAMPB_00011	CDS	1485	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
BPKGAMPB_00012	gene	558				
BPKGAMPB_00012	CDS	558				hypothetical protein
BPKGAMPB_00013	gene	273				
BPKGAMPB_00013	CDS	273				hypothetical protein
BPKGAMPB_00014	gene	225				
BPKGAMPB_00014	CDS	225				hypothetical protein
BPKGAMPB_00015	gene	741				
BPKGAMPB_00015	CDS	741		1.-.-.-		putative oxidoreductase
BPKGAMPB_00016	gene	1143				
BPKGAMPB_00016	CDS	1143		1.8.5.4	COG0446	Sulfide-quinone reductase
BPKGAMPB_00017	gene	77				
BPKGAMPB_00017	tRNA	77				tRNA-Pro(ggg)
BPKGAMPB_00018	gene	399				
BPKGAMPB_00018	CDS	399				hypothetical protein
BPKGAMPB_00019	gene	309				
BPKGAMPB_00019	CDS	309				hypothetical protein
