locus_tag	ftype	length_bp	gene	EC_number	COG	product
ELMNHPEI_00001	gene	77				
ELMNHPEI_00001	tRNA	77				tRNA-Val(tac)
ELMNHPEI_00002	gene	996				
ELMNHPEI_00002	CDS	996				hypothetical protein
ELMNHPEI_00003	gene	138				
ELMNHPEI_00003	CDS	138				hypothetical protein
ELMNHPEI_00004	gene	237				
ELMNHPEI_00004	CDS	237				hypothetical protein
ELMNHPEI_00005	gene	882				
ELMNHPEI_00005	CDS	882				hypothetical protein
ELMNHPEI_00006	gene	303				
ELMNHPEI_00006	CDS	303				hypothetical protein
ELMNHPEI_00007	gene	285				
ELMNHPEI_00007	CDS	285				hypothetical protein
ELMNHPEI_00008	gene	219				
ELMNHPEI_00008	CDS	219				hypothetical protein
ELMNHPEI_00009	gene	1080				
ELMNHPEI_00009	CDS	1080				hypothetical protein
ELMNHPEI_00010	gene	405	msrB_1			
ELMNHPEI_00010	CDS	405	msrB_1	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
ELMNHPEI_00011	gene	1614	thyX_1			
ELMNHPEI_00011	CDS	1614	thyX_1	2.1.1.148		Flavin-dependent thymidylate synthase
ELMNHPEI_00012	gene	282				
ELMNHPEI_00012	CDS	282				hypothetical protein
ELMNHPEI_00013	gene	879				
ELMNHPEI_00013	CDS	879				hypothetical protein
ELMNHPEI_00014	gene	171				
ELMNHPEI_00014	CDS	171				hypothetical protein
ELMNHPEI_00015	gene	177				
ELMNHPEI_00015	CDS	177				hypothetical protein
ELMNHPEI_00016	gene	468				
ELMNHPEI_00016	CDS	468				hypothetical protein
ELMNHPEI_00017	gene	684				
ELMNHPEI_00017	CDS	684				hypothetical protein
ELMNHPEI_00018	gene	489				
ELMNHPEI_00018	CDS	489				hypothetical protein
ELMNHPEI_00019	gene	915	argF_1			
ELMNHPEI_00019	CDS	915	argF_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase
ELMNHPEI_00020	gene	171				
ELMNHPEI_00020	CDS	171				hypothetical protein
ELMNHPEI_00021	gene	465				
ELMNHPEI_00021	CDS	465				hypothetical protein
ELMNHPEI_00022	gene	762	crt			
ELMNHPEI_00022	CDS	762	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
ELMNHPEI_00023	gene	351	erpA			
ELMNHPEI_00023	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
ELMNHPEI_00024	gene	1143				
ELMNHPEI_00024	CDS	1143				hypothetical protein
ELMNHPEI_00025	gene	684				
ELMNHPEI_00025	CDS	684				hypothetical protein
ELMNHPEI_00026	gene	690	gchK_1			
ELMNHPEI_00026	CDS	690	gchK_1	2.7.13.3	COG0642	Globin-coupled histidine kinase
ELMNHPEI_00027	gene	618	hldE			
ELMNHPEI_00027	CDS	618	hldE	2.7.7.70		Bifunctional protein HldE
ELMNHPEI_00028	gene	1038				
