locus_tag	ftype	length_bp	gene	EC_number	COG	product
HLGEJCOJ_00001	gene	162				
HLGEJCOJ_00001	CDS	162				hypothetical protein
HLGEJCOJ_00002	gene	588	hisB_1			
HLGEJCOJ_00002	CDS	588	hisB_1	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
HLGEJCOJ_00003	gene	609	hisH_1			
HLGEJCOJ_00003	CDS	609	hisH_1	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
HLGEJCOJ_00004	gene	714	priA_1			
HLGEJCOJ_00004	CDS	714	priA_1	5.3.1.16	COG0106	Phosphoribosyl isomerase A
HLGEJCOJ_00005	gene	375				
HLGEJCOJ_00005	CDS	375				hypothetical protein
HLGEJCOJ_00006	gene	651	serB2			
HLGEJCOJ_00006	CDS	651	serB2	3.1.3.3	COG0560	Phosphoserine phosphatase SerB2
HLGEJCOJ_00007	gene	738	fbiB_1			
HLGEJCOJ_00007	CDS	738	fbiB_1		COG0778	Bifunctional F420 biosynthesis protein FbiB
HLGEJCOJ_00008	gene	852	accC			
HLGEJCOJ_00008	CDS	852	accC	6.3.4.14	COG0439	Biotin carboxylase
HLGEJCOJ_00009	gene	513				
HLGEJCOJ_00009	CDS	513				hypothetical protein
HLGEJCOJ_00010	gene	474	bcp_1			
HLGEJCOJ_00010	CDS	474	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
HLGEJCOJ_00011	gene	375	ndhC_1			
HLGEJCOJ_00011	CDS	375	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
HLGEJCOJ_00012	gene	102				
HLGEJCOJ_00012	CDS	102				hypothetical protein
HLGEJCOJ_00013	gene	147				
HLGEJCOJ_00013	CDS	147				hypothetical protein
HLGEJCOJ_00014	gene	141				
HLGEJCOJ_00014	CDS	141				hypothetical protein
HLGEJCOJ_00015	gene	222				
HLGEJCOJ_00015	CDS	222				hypothetical protein
HLGEJCOJ_00016	gene	258				
HLGEJCOJ_00016	CDS	258				hypothetical protein
HLGEJCOJ_00017	gene	399				
HLGEJCOJ_00017	CDS	399				hypothetical protein
HLGEJCOJ_00018	gene	243				
HLGEJCOJ_00018	CDS	243				hypothetical protein
HLGEJCOJ_00019	gene	792	mtnP_1			
HLGEJCOJ_00019	CDS	792	mtnP_1	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
HLGEJCOJ_00020	gene	513	apt_1			
HLGEJCOJ_00020	CDS	513	apt_1	2.4.2.7		Adenine phosphoribosyltransferase
HLGEJCOJ_00021	gene	201				
HLGEJCOJ_00021	CDS	201				hypothetical protein
HLGEJCOJ_00022	gene	3201	ileS_1			
HLGEJCOJ_00022	CDS	3201	ileS_1	6.1.1.5	COG0060	Isoleucine--tRNA ligase
HLGEJCOJ_00023	gene	183	aspS2_1			
HLGEJCOJ_00023	CDS	183	aspS2_1	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
HLGEJCOJ_00024	gene	267				
HLGEJCOJ_00024	CDS	267				hypothetical protein
HLGEJCOJ_00025	gene	1446	gatA_1			
HLGEJCOJ_00025	CDS	1446	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
HLGEJCOJ_00026	gene	204				
HLGEJCOJ_00026	CDS	204				hypothetical protein
HLGEJCOJ_00027	gene	1209	tdcB_1			
HLGEJCOJ_00027	CDS	1209	tdcB_1	4.3.1.19	COG1171	L-threonine ammonia-lyase
HLGEJCOJ_00028	gene	579	purE_1			
HLGEJCOJ_00028	CDS	579	purE_1	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
HLGEJCOJ_00029	gene	156				
HLGEJCOJ_00029	CDS	156				hypothetical protein
HLGEJCOJ_00030	gene	456				
HLGEJCOJ_00030	CDS	456				hypothetical protein
HLGEJCOJ_00031	gene	303				
HLGEJCOJ_00031	CDS	303				hypothetical protein
HLGEJCOJ_00032	gene	894				
HLGEJCOJ_00032	CDS	894				hypothetical protein
HLGEJCOJ_00033	gene	123				
HLGEJCOJ_00033	CDS	123				hypothetical protein
HLGEJCOJ_00034	gene	936	noc			
HLGEJCOJ_00034	CDS	936	noc			Nucleoid occlusion protein
HLGEJCOJ_00035	gene	1137				
HLGEJCOJ_00035	CDS	1137				hypothetical protein
HLGEJCOJ_00036	gene	945				
HLGEJCOJ_00036	CDS	945				hypothetical protein
HLGEJCOJ_00037	gene	225				
HLGEJCOJ_00037	CDS	225				hypothetical protein
HLGEJCOJ_00038	gene	75				
HLGEJCOJ_00038	tRNA	75				tRNA-Thr(tgt)
HLGEJCOJ_00039	gene	225				
HLGEJCOJ_00039	CDS	225				hypothetical protein
HLGEJCOJ_00040	gene	549				
HLGEJCOJ_00040	CDS	549				hypothetical protein
HLGEJCOJ_00041	gene	459	bcp_2			
HLGEJCOJ_00041	CDS	459	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin bcp
HLGEJCOJ_00042	gene	552	pdaD_1			
HLGEJCOJ_00042	CDS	552	pdaD_1	4.1.1.19		Pyruvoyl-dependent arginine decarboxylase
HLGEJCOJ_00043	gene	852				
HLGEJCOJ_00043	CDS	852				hypothetical protein
HLGEJCOJ_00044	gene	207				
HLGEJCOJ_00044	CDS	207				hypothetical protein
HLGEJCOJ_00045	gene	1266	apgM_1			
