locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDLIPBCA_00001	gene	915	recA_1			
JDLIPBCA_00001	CDS	915	recA_1			Protein RecA
JDLIPBCA_00002	gene	279				
JDLIPBCA_00002	CDS	279				hypothetical protein
JDLIPBCA_00003	gene	336				
JDLIPBCA_00003	CDS	336				hypothetical protein
JDLIPBCA_00004	gene	564				
JDLIPBCA_00004	CDS	564				hypothetical protein
JDLIPBCA_00005	gene	735	rsmA			
JDLIPBCA_00005	CDS	735	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
JDLIPBCA_00006	gene	861				
JDLIPBCA_00006	CDS	861				hypothetical protein
JDLIPBCA_00007	gene	303				
JDLIPBCA_00007	CDS	303				hypothetical protein
JDLIPBCA_00008	gene	237				
JDLIPBCA_00008	CDS	237				hypothetical protein
JDLIPBCA_00009	gene	771				
JDLIPBCA_00009	CDS	771				hypothetical protein
JDLIPBCA_00010	gene	987				
JDLIPBCA_00010	CDS	987				hypothetical protein
JDLIPBCA_00011	gene	1371	vgb_1			
JDLIPBCA_00011	CDS	1371	vgb_1	4.2.99.-		Virginiamycin B lyase
JDLIPBCA_00012	gene	459	nosZ			
JDLIPBCA_00012	CDS	459	nosZ	1.7.2.4		Nitrous-oxide reductase
JDLIPBCA_00013	gene	546				
JDLIPBCA_00013	CDS	546				hypothetical protein
JDLIPBCA_00014	gene	543				
JDLIPBCA_00014	CDS	543				hypothetical protein
JDLIPBCA_00015	gene	1425				
JDLIPBCA_00015	CDS	1425				hypothetical protein
JDLIPBCA_00016	gene	1347				
JDLIPBCA_00016	CDS	1347				hypothetical protein
JDLIPBCA_00017	gene	759				
JDLIPBCA_00017	CDS	759				hypothetical protein
JDLIPBCA_00018	gene	1569				
JDLIPBCA_00018	CDS	1569				hypothetical protein
JDLIPBCA_00019	gene	1338				
JDLIPBCA_00019	CDS	1338				hypothetical protein
JDLIPBCA_00020	gene	522				
JDLIPBCA_00020	CDS	522				hypothetical protein
JDLIPBCA_00021	gene	966				
JDLIPBCA_00021	CDS	966				hypothetical protein
JDLIPBCA_00022	gene	192				
JDLIPBCA_00022	CDS	192				hypothetical protein
JDLIPBCA_00023	gene	342				
JDLIPBCA_00023	CDS	342				hypothetical protein
JDLIPBCA_00024	gene	453	ctaA			
JDLIPBCA_00024	CDS	453	ctaA	1.3.-.-	COG1612	Heme A synthase
JDLIPBCA_00025	gene	636				
JDLIPBCA_00025	CDS	636				hypothetical protein
JDLIPBCA_00026	gene	474				
JDLIPBCA_00026	CDS	474				hypothetical protein
JDLIPBCA_00027	gene	1188				
JDLIPBCA_00027	CDS	1188				hypothetical protein
JDLIPBCA_00028	gene	420				
JDLIPBCA_00028	CDS	420				hypothetical protein
JDLIPBCA_00029	gene	672				
JDLIPBCA_00029	CDS	672				hypothetical protein
JDLIPBCA_00030	gene	111				
JDLIPBCA_00030	CDS	111				hypothetical protein
JDLIPBCA_00031	gene	657				
JDLIPBCA_00031	CDS	657				hypothetical protein
JDLIPBCA_00032	gene	195				
JDLIPBCA_00032	CDS	195				hypothetical protein
JDLIPBCA_00033	gene	918				
JDLIPBCA_00033	CDS	918				hypothetical protein
JDLIPBCA_00034	gene	534	yqgN			
JDLIPBCA_00034	CDS	534	yqgN		COG0212	putative protein YqgN
JDLIPBCA_00035	gene	894	folD			
JDLIPBCA_00035	CDS	894	folD		COG0190	Bifunctional protein FolD protein
JDLIPBCA_00036	gene	222				
JDLIPBCA_00036	CDS	222				hypothetical protein
JDLIPBCA_00037	gene	249				
JDLIPBCA_00037	CDS	249				hypothetical protein
JDLIPBCA_00038	gene	126				
JDLIPBCA_00038	CDS	126				hypothetical protein
JDLIPBCA_00039	gene	624	purN			
JDLIPBCA_00039	CDS	624	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
JDLIPBCA_00040	gene	102				
JDLIPBCA_00040	CDS	102				hypothetical protein
JDLIPBCA_00041	gene	279				
JDLIPBCA_00041	CDS	279				hypothetical protein
JDLIPBCA_00042	gene	141				
JDLIPBCA_00042	CDS	141				hypothetical protein
JDLIPBCA_00043	gene	258				
JDLIPBCA_00043	CDS	258				hypothetical protein
JDLIPBCA_00044	gene	303				
JDLIPBCA_00044	CDS	303				hypothetical protein
JDLIPBCA_00045	gene	297				
JDLIPBCA_00045	CDS	297				hypothetical protein
JDLIPBCA_00046	gene	453				
JDLIPBCA_00046	CDS	453				hypothetical protein
JDLIPBCA_00047	gene	573				
JDLIPBCA_00047	CDS	573				hypothetical protein
JDLIPBCA_00048	gene	360				
JDLIPBCA_00048	CDS	360				hypothetical protein
JDLIPBCA_00049	gene	1119				
JDLIPBCA_00049	CDS	1119				hypothetical protein
JDLIPBCA_00050	gene	426				
JDLIPBCA_00050	CDS	426				hypothetical protein
JDLIPBCA_00051	gene	1101				
JDLIPBCA_00051	CDS	1101				hypothetical protein
JDLIPBCA_00052	gene	339				
JDLIPBCA_00052	CDS	339				hypothetical protein
JDLIPBCA_00053	gene	1071				
JDLIPBCA_00053	CDS	1071				hypothetical protein
JDLIPBCA_00054	gene	315				
JDLIPBCA_00054	CDS	315				hypothetical protein
JDLIPBCA_00055	gene	252				
JDLIPBCA_00055	CDS	252				hypothetical protein
JDLIPBCA_00056	gene	504				
JDLIPBCA_00056	CDS	504				hypothetical protein
JDLIPBCA_00057	gene	1599				
JDLIPBCA_00057	CDS	1599				hypothetical protein
JDLIPBCA_00058	gene	165				
JDLIPBCA_00058	CDS	165				hypothetical protein
JDLIPBCA_00059	gene	201				
JDLIPBCA_00059	CDS	201				hypothetical protein
JDLIPBCA_00060	gene	1506				
JDLIPBCA_00060	CDS	1506				hypothetical protein
JDLIPBCA_00061	gene	291				
JDLIPBCA_00061	CDS	291				hypothetical protein
JDLIPBCA_00062	gene	447				
JDLIPBCA_00062	CDS	447				hypothetical protein
JDLIPBCA_00063	gene	600				
JDLIPBCA_00063	CDS	600				hypothetical protein
JDLIPBCA_00064	gene	1269	serS			
JDLIPBCA_00064	CDS	1269	serS	6.1.1.11		Serine--tRNA ligase
JDLIPBCA_00065	gene	243				
JDLIPBCA_00065	CDS	243				hypothetical protein
JDLIPBCA_00066	gene	723				
JDLIPBCA_00066	CDS	723				hypothetical protein
JDLIPBCA_00067	gene	294	pheA			
JDLIPBCA_00067	CDS	294	pheA			Bifunctional chorismate mutase/prephenate dehydratase
JDLIPBCA_00068	gene	243				
JDLIPBCA_00068	CDS	243				hypothetical protein
JDLIPBCA_00069	gene	489				
JDLIPBCA_00069	CDS	489				hypothetical protein
JDLIPBCA_00070	gene	141				
JDLIPBCA_00070	CDS	141				hypothetical protein
JDLIPBCA_00071	gene	360				
JDLIPBCA_00071	CDS	360				hypothetical protein
JDLIPBCA_00072	gene	339				
JDLIPBCA_00072	CDS	339				hypothetical protein
JDLIPBCA_00073	gene	480				
JDLIPBCA_00073	CDS	480				hypothetical protein
JDLIPBCA_00074	gene	621				
JDLIPBCA_00074	CDS	621				hypothetical protein
JDLIPBCA_00075	gene	141				
JDLIPBCA_00075	CDS	141				hypothetical protein
