locus_tag	ftype	length_bp	gene	EC_number	COG	product
BECDEBCB_00001	gene	327				
BECDEBCB_00001	CDS	327				hypothetical protein
BECDEBCB_00002	gene	414				
BECDEBCB_00002	CDS	414				hypothetical protein
BECDEBCB_00003	gene	240				
BECDEBCB_00003	CDS	240				hypothetical protein
BECDEBCB_00004	gene	255				
BECDEBCB_00004	CDS	255				hypothetical protein
BECDEBCB_00005	gene	447				
BECDEBCB_00005	CDS	447				hypothetical protein
BECDEBCB_00006	gene	897				
BECDEBCB_00006	CDS	897				hypothetical protein
BECDEBCB_00007	gene	267				
BECDEBCB_00007	CDS	267				hypothetical protein
BECDEBCB_00008	gene	555				
BECDEBCB_00008	CDS	555		3.6.1.15	COG1618	Nucleoside-triphosphatase THEP1
BECDEBCB_00009	gene	801				
BECDEBCB_00009	CDS	801			COG0596	putative protein
BECDEBCB_00010	gene	708				
BECDEBCB_00010	CDS	708				hypothetical protein
BECDEBCB_00011	gene	300				
BECDEBCB_00011	CDS	300				hypothetical protein
BECDEBCB_00012	gene	327				
BECDEBCB_00012	CDS	327		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
BECDEBCB_00013	gene	282				
BECDEBCB_00013	CDS	282				hypothetical protein
BECDEBCB_00014	gene	405				
BECDEBCB_00014	CDS	405				hypothetical protein
BECDEBCB_00015	gene	249				
BECDEBCB_00015	CDS	249				hypothetical protein
BECDEBCB_00016	gene	423	pfdA			
BECDEBCB_00016	CDS	423	pfdA			Prefoldin subunit alpha
BECDEBCB_00017	gene	1158	ftsY			
BECDEBCB_00017	CDS	1158	ftsY			Signal recognition particle receptor FtsY
BECDEBCB_00018	gene	924	argF			
BECDEBCB_00018	CDS	924	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
BECDEBCB_00019	gene	486				
BECDEBCB_00019	CDS	486				hypothetical protein
BECDEBCB_00020	gene	648				
BECDEBCB_00020	CDS	648				hypothetical protein
BECDEBCB_00021	gene	468				
BECDEBCB_00021	CDS	468				hypothetical protein
BECDEBCB_00022	gene	426				
BECDEBCB_00022	CDS	426				hypothetical protein
BECDEBCB_00023	gene	1434	secY			
BECDEBCB_00023	CDS	1434	secY			Protein translocase subunit SecY
BECDEBCB_00024	gene	588				
BECDEBCB_00024	CDS	588				hypothetical protein
BECDEBCB_00025	gene	699				
BECDEBCB_00025	CDS	699				hypothetical protein
BECDEBCB_00026	gene	789				
BECDEBCB_00026	CDS	789			COG0596	putative protein
BECDEBCB_00027	gene	468	msrA			
BECDEBCB_00027	CDS	468	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
BECDEBCB_00028	gene	282				
BECDEBCB_00028	CDS	282				hypothetical protein
BECDEBCB_00029	gene	207				
BECDEBCB_00029	CDS	207				hypothetical protein
BECDEBCB_00030	gene	489	nfrA2			
BECDEBCB_00030	CDS	489	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
BECDEBCB_00031	gene	369				
BECDEBCB_00031	CDS	369				hypothetical protein
BECDEBCB_00032	gene	183				
BECDEBCB_00032	CDS	183				hypothetical protein
BECDEBCB_00033	gene	129				
BECDEBCB_00033	CDS	129				hypothetical protein
BECDEBCB_00034	gene	135				
BECDEBCB_00034	CDS	135				hypothetical protein
