locus_tag	ftype	length_bp	gene	EC_number	COG	product
HKEJGIHO_00001	gene	204				
HKEJGIHO_00001	CDS	204				hypothetical protein
HKEJGIHO_00002	gene	957				
HKEJGIHO_00002	CDS	957				hypothetical protein
HKEJGIHO_00003	gene	840				
HKEJGIHO_00003	CDS	840				hypothetical protein
HKEJGIHO_00004	gene	180				
HKEJGIHO_00004	CDS	180				hypothetical protein
HKEJGIHO_00005	gene	219				
HKEJGIHO_00005	CDS	219				hypothetical protein
HKEJGIHO_00006	gene	447				
HKEJGIHO_00006	CDS	447				hypothetical protein
HKEJGIHO_00007	gene	933				
HKEJGIHO_00007	CDS	933				hypothetical protein
HKEJGIHO_00008	gene	216				
HKEJGIHO_00008	CDS	216				hypothetical protein
HKEJGIHO_00009	gene	159				
HKEJGIHO_00009	CDS	159				hypothetical protein
HKEJGIHO_00010	gene	567				
HKEJGIHO_00010	CDS	567				hypothetical protein
HKEJGIHO_00011	gene	1038				
HKEJGIHO_00011	CDS	1038				hypothetical protein
HKEJGIHO_00012	gene	840	nfo_1			
HKEJGIHO_00012	CDS	840	nfo_1	3.1.21.2	COG0648	putative endonuclease 4
HKEJGIHO_00013	gene	237				
HKEJGIHO_00013	CDS	237				hypothetical protein
HKEJGIHO_00014	gene	408	menD			
HKEJGIHO_00014	CDS	408	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
HKEJGIHO_00015	gene	183				
HKEJGIHO_00015	CDS	183				hypothetical protein
HKEJGIHO_00016	gene	429				
HKEJGIHO_00016	CDS	429				hypothetical protein
HKEJGIHO_00017	gene	396				
HKEJGIHO_00017	CDS	396				hypothetical protein
HKEJGIHO_00018	gene	129				
HKEJGIHO_00018	CDS	129				hypothetical protein
HKEJGIHO_00019	gene	402				
HKEJGIHO_00019	CDS	402				hypothetical protein
HKEJGIHO_00020	gene	210				
HKEJGIHO_00020	CDS	210				hypothetical protein
HKEJGIHO_00021	gene	987				
HKEJGIHO_00021	CDS	987				hypothetical protein
HKEJGIHO_00022	gene	924	groL_1			
HKEJGIHO_00022	CDS	924	groL_1			60 kDa chaperonin
HKEJGIHO_00023	gene	258				
HKEJGIHO_00023	CDS	258				hypothetical protein
HKEJGIHO_00024	gene	246				
HKEJGIHO_00024	CDS	246				hypothetical protein
HKEJGIHO_00025	gene	717				
HKEJGIHO_00025	CDS	717				hypothetical protein
HKEJGIHO_00026	gene	318				
HKEJGIHO_00026	CDS	318				hypothetical protein
