locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLOCOPDC_00001	gene	1440				
NLOCOPDC_00001	CDS	1440				hypothetical protein
NLOCOPDC_00002	gene	396				
NLOCOPDC_00002	CDS	396				hypothetical protein
NLOCOPDC_00003	gene	603	rutE_1			
NLOCOPDC_00003	CDS	603	rutE_1	1.1.1.298		malonic semialdehyde reductase RutE
NLOCOPDC_00004	gene	399				
NLOCOPDC_00004	CDS	399				hypothetical protein
NLOCOPDC_00005	gene	1401	mvaS			
NLOCOPDC_00005	CDS	1401	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
NLOCOPDC_00006	gene	1254	tdcB			
NLOCOPDC_00006	CDS	1254	tdcB	4.3.1.19	COG1171	L-threonine ammonia-lyase
NLOCOPDC_00007	gene	477				
NLOCOPDC_00007	CDS	477				hypothetical protein
NLOCOPDC_00008	gene	264				
NLOCOPDC_00008	CDS	264				hypothetical protein
NLOCOPDC_00009	gene	768	gloB			
NLOCOPDC_00009	CDS	768	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
NLOCOPDC_00010	gene	1530	resA_1			
NLOCOPDC_00010	CDS	1530	resA_1			Thiol-disulfide oxidoreductase ResA
NLOCOPDC_00011	gene	633	rutE_2			
NLOCOPDC_00011	CDS	633	rutE_2	1.1.1.298		malonic semialdehyde reductase RutE
NLOCOPDC_00012	gene	750				
NLOCOPDC_00012	CDS	750				hypothetical protein
NLOCOPDC_00013	gene	936	corA_1			
NLOCOPDC_00013	CDS	936	corA_1		COG0598	Cobalt/magnesium transport protein CorA
NLOCOPDC_00014	gene	978	mscS			
NLOCOPDC_00014	CDS	978	mscS		COG0668	Small-conductance mechanosensitive channel
NLOCOPDC_00015	gene	1185				
NLOCOPDC_00015	CDS	1185				hypothetical protein
NLOCOPDC_00016	gene	864				
NLOCOPDC_00016	CDS	864				hypothetical protein
NLOCOPDC_00017	gene	678				
NLOCOPDC_00017	CDS	678				hypothetical protein
NLOCOPDC_00018	gene	834	cyaB			
NLOCOPDC_00018	CDS	834	cyaB	4.6.1.1	COG2114	Adenylate cyclase 2
NLOCOPDC_00019	gene	471	rpsI			
NLOCOPDC_00019	CDS	471	rpsI		COG0103	30S ribosomal protein S9
NLOCOPDC_00020	gene	468				
NLOCOPDC_00020	CDS	468				hypothetical protein
NLOCOPDC_00021	gene	351				
NLOCOPDC_00021	CDS	351				hypothetical protein
NLOCOPDC_00022	gene	744				
NLOCOPDC_00022	CDS	744				hypothetical protein
NLOCOPDC_00023	gene	690				
NLOCOPDC_00023	CDS	690				hypothetical protein
NLOCOPDC_00024	gene	855				
NLOCOPDC_00024	CDS	855				hypothetical protein
NLOCOPDC_00025	gene	741	rph_1			
NLOCOPDC_00025	CDS	741	rph_1	2.7.7.56	COG0689	Ribonuclease PH
NLOCOPDC_00026	gene	825	rph_2			
NLOCOPDC_00026	CDS	825	rph_2	2.7.7.56	COG0689	Ribonuclease PH
NLOCOPDC_00027	gene	234				
NLOCOPDC_00027	CDS	234				hypothetical protein
NLOCOPDC_00028	gene	429				
NLOCOPDC_00028	CDS	429				hypothetical protein
NLOCOPDC_00029	gene	726				
NLOCOPDC_00029	CDS	726				hypothetical protein
NLOCOPDC_00030	gene	771	rhdA_1			
NLOCOPDC_00030	CDS	771	rhdA_1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
NLOCOPDC_00031	gene	504				
NLOCOPDC_00031	CDS	504				hypothetical protein
NLOCOPDC_00032	gene	822	nadK_1			
NLOCOPDC_00032	CDS	822	nadK_1	2.7.1.23	COG0061	NAD kinase
NLOCOPDC_00033	gene	852	ttuD			
NLOCOPDC_00033	CDS	852	ttuD		COG2897	Sulfur carrier protein TtuD
NLOCOPDC_00034	gene	318				
NLOCOPDC_00034	CDS	318				hypothetical protein
NLOCOPDC_00035	gene	1005				
NLOCOPDC_00035	CDS	1005				hypothetical protein
NLOCOPDC_00036	gene	471	hldE_1			
NLOCOPDC_00036	CDS	471	hldE_1	2.7.7.70		Bifunctional protein HldE
NLOCOPDC_00037	gene	381				
NLOCOPDC_00037	CDS	381				hypothetical protein
NLOCOPDC_00038	gene	303				
NLOCOPDC_00038	CDS	303				hypothetical protein
NLOCOPDC_00039	gene	1173				
NLOCOPDC_00039	CDS	1173				hypothetical protein
NLOCOPDC_00040	gene	1494				
NLOCOPDC_00040	CDS	1494				hypothetical protein
NLOCOPDC_00041	gene	1668				
NLOCOPDC_00041	CDS	1668				hypothetical protein
NLOCOPDC_00042	gene	1122	thiI			
NLOCOPDC_00042	CDS	1122	thiI	2.8.1.4		tRNA sulfurtransferase
NLOCOPDC_00043	gene	294				
NLOCOPDC_00043	CDS	294				hypothetical protein
NLOCOPDC_00044	gene	1887	rnj_1			
NLOCOPDC_00044	CDS	1887	rnj_1	3.1.-.-		Ribonuclease J
NLOCOPDC_00045	gene	318				
NLOCOPDC_00045	CDS	318				hypothetical protein
NLOCOPDC_00046	gene	1074	aroB			
NLOCOPDC_00046	CDS	1074	aroB	4.2.3.4		3-dehydroquinate synthase
NLOCOPDC_00047	gene	441				
NLOCOPDC_00047	CDS	441				hypothetical protein
NLOCOPDC_00048	gene	540				
NLOCOPDC_00048	CDS	540				hypothetical protein
NLOCOPDC_00049	gene	933	tuf_1			
NLOCOPDC_00049	CDS	933	tuf_1			Elongation factor Tu
NLOCOPDC_00050	gene	405				
NLOCOPDC_00050	CDS	405				hypothetical protein
NLOCOPDC_00051	gene	294				
NLOCOPDC_00051	CDS	294				hypothetical protein
NLOCOPDC_00052	gene	1143				
NLOCOPDC_00052	CDS	1143				hypothetical protein
NLOCOPDC_00053	gene	606				
NLOCOPDC_00053	CDS	606				hypothetical protein
NLOCOPDC_00054	gene	237				
NLOCOPDC_00054	CDS	237				hypothetical protein
NLOCOPDC_00055	gene	249				
NLOCOPDC_00055	CDS	249				hypothetical protein
NLOCOPDC_00056	gene	1050				
NLOCOPDC_00056	CDS	1050				hypothetical protein
NLOCOPDC_00057	gene	174				
NLOCOPDC_00057	CDS	174				hypothetical protein
