locus_tag	ftype	length_bp	gene	EC_number	COG	product
BGBEHOIO_00001	gene	651				
BGBEHOIO_00001	CDS	651				hypothetical protein
BGBEHOIO_00002	gene	588	hisB			
BGBEHOIO_00002	CDS	588	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
BGBEHOIO_00003	gene	606	hisH			
BGBEHOIO_00003	CDS	606	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BGBEHOIO_00004	gene	705	priA			
BGBEHOIO_00004	CDS	705	priA	5.3.1.16	COG0106	Phosphoribosyl isomerase A
BGBEHOIO_00005	gene	804	hisF			
BGBEHOIO_00005	CDS	804	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BGBEHOIO_00006	gene	330	hisI			
BGBEHOIO_00006	CDS	330	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
BGBEHOIO_00007	gene	1224	thrC			
BGBEHOIO_00007	CDS	1224	thrC	4.2.3.1	COG0498	Threonine synthase
BGBEHOIO_00008	gene	1371				
BGBEHOIO_00008	CDS	1371				hypothetical protein
BGBEHOIO_00009	gene	4791				
BGBEHOIO_00009	CDS	4791				hypothetical protein
BGBEHOIO_00010	gene	984				
BGBEHOIO_00010	CDS	984				hypothetical protein
BGBEHOIO_00011	gene	4251				
BGBEHOIO_00011	CDS	4251				hypothetical protein
BGBEHOIO_00012	gene	603	petC			
BGBEHOIO_00012	CDS	603	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
BGBEHOIO_00013	gene	1464	petB			
BGBEHOIO_00013	CDS	1464	petB			Cytochrome b6
BGBEHOIO_00014	gene	507				
BGBEHOIO_00014	CDS	507				hypothetical protein
BGBEHOIO_00015	gene	351				
BGBEHOIO_00015	CDS	351				hypothetical protein
BGBEHOIO_00016	gene	77				
BGBEHOIO_00016	tRNA	77				tRNA-Arg(tct)
BGBEHOIO_00017	gene	849				
BGBEHOIO_00017	CDS	849				hypothetical protein
BGBEHOIO_00018	gene	1254				
BGBEHOIO_00018	CDS	1254		3.1.-.-	COG1236	Ribonuclease
BGBEHOIO_00019	gene	213				
BGBEHOIO_00019	CDS	213				hypothetical protein
BGBEHOIO_00020	gene	303	ndhI			
BGBEHOIO_00020	CDS	303	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
BGBEHOIO_00021	gene	1509	QTRT1			
BGBEHOIO_00021	CDS	1509	QTRT1	2.4.2.29		Queuine tRNA-ribosyltransferase catalytic subunit 1
BGBEHOIO_00022	gene	519				
BGBEHOIO_00022	CDS	519				hypothetical protein
BGBEHOIO_00023	gene	216				
BGBEHOIO_00023	CDS	216				hypothetical protein
BGBEHOIO_00024	gene	699				
BGBEHOIO_00024	CDS	699				hypothetical protein
BGBEHOIO_00025	gene	369	tsaD_1			
BGBEHOIO_00025	CDS	369	tsaD_1	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
BGBEHOIO_00026	gene	621	tsaD_2			
BGBEHOIO_00026	CDS	621	tsaD_2	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
BGBEHOIO_00027	gene	195				
BGBEHOIO_00027	CDS	195				hypothetical protein
BGBEHOIO_00028	gene	237				
BGBEHOIO_00028	CDS	237				hypothetical protein
BGBEHOIO_00029	gene	141				
BGBEHOIO_00029	CDS	141				hypothetical protein
BGBEHOIO_00030	gene	465				
BGBEHOIO_00030	CDS	465				hypothetical protein
BGBEHOIO_00031	gene	198				
BGBEHOIO_00031	CDS	198				hypothetical protein
BGBEHOIO_00032	gene	276				
BGBEHOIO_00032	CDS	276		3.6.1.66		dITP/XTP pyrophosphatase
BGBEHOIO_00033	gene	1020	moaA			
BGBEHOIO_00033	CDS	1020	moaA			GTP 3',8-cyclase
BGBEHOIO_00034	gene	942				
BGBEHOIO_00034	CDS	942				hypothetical protein
BGBEHOIO_00035	gene	453				
BGBEHOIO_00035	CDS	453				hypothetical protein
BGBEHOIO_00036	gene	591				
BGBEHOIO_00036	CDS	591				hypothetical protein
BGBEHOIO_00037	gene	74				
BGBEHOIO_00037	tRNA	74				tRNA-His(gtg)
BGBEHOIO_00038	gene	309				
BGBEHOIO_00038	CDS	309				hypothetical protein
BGBEHOIO_00039	gene	384				
BGBEHOIO_00039	CDS	384				hypothetical protein
BGBEHOIO_00040	gene	270				
BGBEHOIO_00040	CDS	270				hypothetical protein
BGBEHOIO_00041	gene	309	bphA3			
BGBEHOIO_00041	CDS	309	bphA3			Biphenyl dioxygenase ferredoxin subunit
BGBEHOIO_00042	gene	864	yisK			
BGBEHOIO_00042	CDS	864	yisK		COG0179	putative protein YisK
BGBEHOIO_00043	gene	1647	gluQ			
BGBEHOIO_00043	CDS	1647	gluQ	6.1.1.-		Glutamyl-Q tRNA(Asp) synthetase
BGBEHOIO_00044	gene	945	hepT			
BGBEHOIO_00044	CDS	945	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
BGBEHOIO_00045	gene	687	idi			
BGBEHOIO_00045	CDS	687	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
BGBEHOIO_00046	gene	510				
BGBEHOIO_00046	CDS	510				hypothetical protein
BGBEHOIO_00047	gene	261				
BGBEHOIO_00047	CDS	261				hypothetical protein
BGBEHOIO_00048	gene	948	galK			
BGBEHOIO_00048	CDS	948	galK	2.7.1.6		Galactokinase
BGBEHOIO_00049	gene	609				
BGBEHOIO_00049	CDS	609				hypothetical protein
BGBEHOIO_00050	gene	1239	eno			
BGBEHOIO_00050	CDS	1239	eno	4.2.1.11	COG0148	Enolase
BGBEHOIO_00051	gene	237				
BGBEHOIO_00051	CDS	237				hypothetical protein
BGBEHOIO_00052	gene	87				
BGBEHOIO_00052	tRNA	87				tRNA-Leu(gag)
BGBEHOIO_00053	gene	609				
BGBEHOIO_00053	CDS	609				hypothetical protein
BGBEHOIO_00054	gene	657	nnr			
BGBEHOIO_00054	CDS	657	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
BGBEHOIO_00055	gene	612	pksB			
BGBEHOIO_00055	CDS	612	pksB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase PksB
BGBEHOIO_00056	gene	1020				
BGBEHOIO_00056	CDS	1020				hypothetical protein
BGBEHOIO_00057	gene	1755	glmS			
BGBEHOIO_00057	CDS	1755	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BGBEHOIO_00058	gene	687				
BGBEHOIO_00058	CDS	687				hypothetical protein
BGBEHOIO_00059	gene	630				
BGBEHOIO_00059	CDS	630				hypothetical protein
BGBEHOIO_00060	gene	357				
BGBEHOIO_00060	CDS	357				hypothetical protein
BGBEHOIO_00061	gene	939				
BGBEHOIO_00061	CDS	939				hypothetical protein
BGBEHOIO_00062	gene	324				
BGBEHOIO_00062	CDS	324				hypothetical protein
BGBEHOIO_00063	gene	1569				
