locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPFPKEKP_00001	gene	183				
CPFPKEKP_00001	CDS	183				hypothetical protein
CPFPKEKP_00002	gene	489	lptB			
CPFPKEKP_00002	CDS	489	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CPFPKEKP_00003	gene	705	livF			
CPFPKEKP_00003	CDS	705	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CPFPKEKP_00004	gene	1179	braC			
CPFPKEKP_00004	CDS	1179	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
CPFPKEKP_00005	gene	471				
CPFPKEKP_00005	CDS	471				hypothetical protein
CPFPKEKP_00006	gene	471				
CPFPKEKP_00006	CDS	471				hypothetical protein
CPFPKEKP_00007	gene	762	fbiB_1			
CPFPKEKP_00007	CDS	762	fbiB_1		COG0778	Bifunctional F420 biosynthesis protein FbiB
CPFPKEKP_00008	gene	186				
CPFPKEKP_00008	CDS	186				hypothetical protein
CPFPKEKP_00009	gene	345	mupP_1			
CPFPKEKP_00009	CDS	345	mupP_1	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
CPFPKEKP_00010	gene	354				
CPFPKEKP_00010	CDS	354				hypothetical protein
CPFPKEKP_00011	gene	183				
CPFPKEKP_00011	CDS	183				hypothetical protein
CPFPKEKP_00012	gene	903	gtaB_1			
CPFPKEKP_00012	CDS	903	gtaB_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
CPFPKEKP_00013	gene	78				
CPFPKEKP_00013	tRNA	78				tRNA-Arg(gcg)
CPFPKEKP_00014	gene	1275				
CPFPKEKP_00014	CDS	1275				hypothetical protein
CPFPKEKP_00015	gene	513				
CPFPKEKP_00015	CDS	513				hypothetical protein
CPFPKEKP_00016	gene	234				
CPFPKEKP_00016	CDS	234				hypothetical protein
CPFPKEKP_00017	gene	552				
CPFPKEKP_00017	CDS	552				hypothetical protein
CPFPKEKP_00018	gene	837	folD			
CPFPKEKP_00018	CDS	837	folD		COG0190	Bifunctional protein FolD protein
CPFPKEKP_00019	gene	822				
CPFPKEKP_00019	CDS	822				hypothetical protein
CPFPKEKP_00020	gene	486				
CPFPKEKP_00020	CDS	486				hypothetical protein
CPFPKEKP_00021	gene	546				
CPFPKEKP_00021	CDS	546				hypothetical protein
