locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNBCGKEI_00001	gene	438				
CNBCGKEI_00001	CDS	438				Putative universal stress protein
CNBCGKEI_00002	gene	231				
CNBCGKEI_00002	CDS	231				hypothetical protein
CNBCGKEI_00003	gene	507				
CNBCGKEI_00003	CDS	507				hypothetical protein
CNBCGKEI_00004	gene	735				
CNBCGKEI_00004	CDS	735				hypothetical protein
CNBCGKEI_00005	gene	198				
CNBCGKEI_00005	CDS	198				hypothetical protein
CNBCGKEI_00006	gene	1371	aldh			
CNBCGKEI_00006	CDS	1371	aldh	1.2.1.3		Aldehyde dehydrogenase
CNBCGKEI_00007	gene	282				
CNBCGKEI_00007	CDS	282				hypothetical protein
CNBCGKEI_00008	gene	423				
CNBCGKEI_00008	CDS	423				hypothetical protein
CNBCGKEI_00009	gene	339				
CNBCGKEI_00009	CDS	339				hypothetical protein
CNBCGKEI_00010	gene	801	cysQ			
CNBCGKEI_00010	CDS	801	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
CNBCGKEI_00011	gene	1119				
CNBCGKEI_00011	CDS	1119				hypothetical protein
CNBCGKEI_00012	gene	1161	ruvB_1			
CNBCGKEI_00012	CDS	1161	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
CNBCGKEI_00013	gene	318				
CNBCGKEI_00013	CDS	318				hypothetical protein
CNBCGKEI_00014	gene	1560	pccB			
CNBCGKEI_00014	CDS	1560	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
CNBCGKEI_00015	gene	1494	cfiB			
CNBCGKEI_00015	CDS	1494	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
CNBCGKEI_00016	gene	516				
CNBCGKEI_00016	CDS	516				hypothetical protein
CNBCGKEI_00017	gene	474	bcp			
CNBCGKEI_00017	CDS	474	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
CNBCGKEI_00018	gene	375	ndhC			
CNBCGKEI_00018	CDS	375	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
CNBCGKEI_00019	gene	513	ndhK			
CNBCGKEI_00019	CDS	513	ndhK	7.1.1.-	COG0377	NAD(P)H-quinone oxidoreductase subunit K
CNBCGKEI_00020	gene	747	ndhJ			
CNBCGKEI_00020	CDS	747	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
CNBCGKEI_00021	gene	1134	ndhH			
CNBCGKEI_00021	CDS	1134	ndhH	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit H
CNBCGKEI_00022	gene	1302	ndhA			
CNBCGKEI_00022	CDS	1302	ndhA	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic
CNBCGKEI_00023	gene	618	ndhI_1			
CNBCGKEI_00023	CDS	618	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
CNBCGKEI_00024	gene	513				
CNBCGKEI_00024	CDS	513				hypothetical protein
CNBCGKEI_00025	gene	315				
CNBCGKEI_00025	CDS	315		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11
CNBCGKEI_00026	gene	1563	mrpA			
CNBCGKEI_00026	CDS	1563	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
CNBCGKEI_00027	gene	2052	ndhB_1			
CNBCGKEI_00027	CDS	2052	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CNBCGKEI_00028	gene	1491	ndhB_2			
CNBCGKEI_00028	CDS	1491	ndhB_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CNBCGKEI_00029	gene	864				
CNBCGKEI_00029	CDS	864				hypothetical protein
CNBCGKEI_00030	gene	651				
CNBCGKEI_00030	CDS	651		1.-.-.-	COG5424	putative oxidoreductase CT_610
CNBCGKEI_00031	gene	74				
CNBCGKEI_00031	tRNA	74				tRNA-Met(cat)
CNBCGKEI_00032	gene	1164	mmgC			
CNBCGKEI_00032	CDS	1164	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
CNBCGKEI_00033	gene	441				
CNBCGKEI_00033	CDS	441				hypothetical protein
CNBCGKEI_00034	gene	1566	rocA1			
CNBCGKEI_00034	CDS	1566	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
CNBCGKEI_00035	gene	1209	argD			
CNBCGKEI_00035	CDS	1209	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
CNBCGKEI_00036	gene	240				
CNBCGKEI_00036	CDS	240				hypothetical protein
CNBCGKEI_00037	gene	174				
CNBCGKEI_00037	CDS	174				hypothetical protein
CNBCGKEI_00038	gene	354				
CNBCGKEI_00038	CDS	354				hypothetical protein
CNBCGKEI_00039	gene	252				
CNBCGKEI_00039	CDS	252				hypothetical protein
CNBCGKEI_00040	gene	588				
CNBCGKEI_00040	CDS	588				hypothetical protein
CNBCGKEI_00041	gene	393				
CNBCGKEI_00041	CDS	393				hypothetical protein
CNBCGKEI_00042	gene	231				
CNBCGKEI_00042	CDS	231				hypothetical protein
CNBCGKEI_00043	gene	333				
CNBCGKEI_00043	CDS	333				Thioredoxin C-2
CNBCGKEI_00044	gene	288				
CNBCGKEI_00044	CDS	288				hypothetical protein
CNBCGKEI_00045	gene	201				
