locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEOIBGOG_00001	gene	345				
JEOIBGOG_00001	CDS	345				hypothetical protein
JEOIBGOG_00002	gene	468				
JEOIBGOG_00002	CDS	468				hypothetical protein
JEOIBGOG_00003	gene	873				
JEOIBGOG_00003	CDS	873				hypothetical protein
JEOIBGOG_00004	gene	204				
JEOIBGOG_00004	CDS	204				hypothetical protein
JEOIBGOG_00005	gene	267				
JEOIBGOG_00005	CDS	267				hypothetical protein
JEOIBGOG_00006	gene	324				
JEOIBGOG_00006	CDS	324				hypothetical protein
JEOIBGOG_00007	gene	435	rplN			
JEOIBGOG_00007	CDS	435	rplN		COG0093	50S ribosomal protein L14
JEOIBGOG_00008	gene	549				
JEOIBGOG_00008	CDS	549				hypothetical protein
JEOIBGOG_00009	gene	717				
JEOIBGOG_00009	CDS	717				hypothetical protein
JEOIBGOG_00010	gene	522				
JEOIBGOG_00010	CDS	522				hypothetical protein
JEOIBGOG_00011	gene	177				
JEOIBGOG_00011	CDS	177				hypothetical protein
JEOIBGOG_00012	gene	393				
JEOIBGOG_00012	CDS	393				hypothetical protein
JEOIBGOG_00013	gene	576				
JEOIBGOG_00013	CDS	576				hypothetical protein
JEOIBGOG_00014	gene	288				
JEOIBGOG_00014	CDS	288				hypothetical protein
JEOIBGOG_00015	gene	77				
JEOIBGOG_00015	tRNA	77				tRNA-Asn(gtt)
JEOIBGOG_00016	gene	246				
JEOIBGOG_00016	CDS	246				hypothetical protein
JEOIBGOG_00017	gene	225				
JEOIBGOG_00017	CDS	225				hypothetical protein
JEOIBGOG_00018	gene	444				
JEOIBGOG_00018	CDS	444				hypothetical protein
JEOIBGOG_00019	gene	108				
JEOIBGOG_00019	CDS	108				hypothetical protein
JEOIBGOG_00020	gene	267				
JEOIBGOG_00020	CDS	267				hypothetical protein
JEOIBGOG_00021	gene	726				
JEOIBGOG_00021	CDS	726				hypothetical protein
JEOIBGOG_00022	gene	510				
JEOIBGOG_00022	CDS	510				hypothetical protein
JEOIBGOG_00023	gene	219				
JEOIBGOG_00023	CDS	219				hypothetical protein
JEOIBGOG_00024	gene	258				
JEOIBGOG_00024	CDS	258				hypothetical protein
JEOIBGOG_00025	gene	273				
JEOIBGOG_00025	CDS	273				hypothetical protein
JEOIBGOG_00026	gene	198				
JEOIBGOG_00026	CDS	198				hypothetical protein
JEOIBGOG_00027	gene	150				
JEOIBGOG_00027	CDS	150				hypothetical protein
JEOIBGOG_00028	gene	336	cysC_1			
