locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDJFKLEC_00001	gene	582				
PDJFKLEC_00001	CDS	582				hypothetical protein
PDJFKLEC_00002	gene	189				
PDJFKLEC_00002	CDS	189				hypothetical protein
PDJFKLEC_00003	gene	366				
PDJFKLEC_00003	CDS	366				hypothetical protein
PDJFKLEC_00004	gene	1470				
PDJFKLEC_00004	CDS	1470				hypothetical protein
PDJFKLEC_00005	gene	549				
PDJFKLEC_00005	CDS	549				hypothetical protein
PDJFKLEC_00006	gene	150				
PDJFKLEC_00006	CDS	150				hypothetical protein
PDJFKLEC_00007	gene	852				
PDJFKLEC_00007	CDS	852				hypothetical protein
PDJFKLEC_00008	gene	597				
PDJFKLEC_00008	CDS	597				hypothetical protein
PDJFKLEC_00009	gene	432				
PDJFKLEC_00009	CDS	432				hypothetical protein
PDJFKLEC_00010	gene	1092				
PDJFKLEC_00010	CDS	1092				hypothetical protein
PDJFKLEC_00011	gene	120				
PDJFKLEC_00011	CDS	120				hypothetical protein
PDJFKLEC_00012	gene	558	vdcB			
PDJFKLEC_00012	CDS	558	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase
PDJFKLEC_00013	gene	420				
PDJFKLEC_00013	CDS	420				hypothetical protein
PDJFKLEC_00014	gene	198	tatA_1			
PDJFKLEC_00014	CDS	198	tatA_1			Sec-independent protein translocase protein TatA
PDJFKLEC_00015	gene	792	tatC			
PDJFKLEC_00015	CDS	792	tatC		COG0805	Sec-independent protein translocase protein TatC
PDJFKLEC_00016	gene	462				
PDJFKLEC_00016	CDS	462				hypothetical protein
PDJFKLEC_00017	gene	261	purS			
PDJFKLEC_00017	CDS	261	purS	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurS
PDJFKLEC_00018	gene	417				
PDJFKLEC_00018	CDS	417				hypothetical protein
PDJFKLEC_00019	gene	681	purQ			
PDJFKLEC_00019	CDS	681	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
PDJFKLEC_00020	gene	2160	purL			
