locus_tag	ftype	length_bp	gene	EC_number	COG	product
IKJJFKCN_00001	gene	1335				
IKJJFKCN_00001	CDS	1335				hypothetical protein
IKJJFKCN_00002	gene	564				
IKJJFKCN_00002	CDS	564				hypothetical protein
IKJJFKCN_00003	gene	615				
IKJJFKCN_00003	CDS	615				hypothetical protein
IKJJFKCN_00004	gene	852				
IKJJFKCN_00004	CDS	852				hypothetical protein
IKJJFKCN_00005	gene	243				
IKJJFKCN_00005	CDS	243				hypothetical protein
IKJJFKCN_00006	gene	258				
IKJJFKCN_00006	CDS	258				hypothetical protein
IKJJFKCN_00007	gene	2250				
IKJJFKCN_00007	CDS	2250				hypothetical protein
IKJJFKCN_00008	gene	615	trmR			
IKJJFKCN_00008	CDS	615	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
IKJJFKCN_00009	gene	939	pyrB			
IKJJFKCN_00009	CDS	939	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
IKJJFKCN_00010	gene	291				
IKJJFKCN_00010	CDS	291				hypothetical protein
IKJJFKCN_00011	gene	375				
IKJJFKCN_00011	CDS	375				hypothetical protein
IKJJFKCN_00012	gene	240				
IKJJFKCN_00012	CDS	240				hypothetical protein
IKJJFKCN_00013	gene	648				
IKJJFKCN_00013	CDS	648				hypothetical protein
IKJJFKCN_00014	gene	231				
IKJJFKCN_00014	CDS	231				hypothetical protein
IKJJFKCN_00015	gene	666				
IKJJFKCN_00015	CDS	666				hypothetical protein
IKJJFKCN_00016	gene	801	pncC			
IKJJFKCN_00016	CDS	801	pncC	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
IKJJFKCN_00017	gene	297				
IKJJFKCN_00017	CDS	297				hypothetical protein
IKJJFKCN_00018	gene	939	ilvE_1			
IKJJFKCN_00018	CDS	939	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
IKJJFKCN_00019	gene	1455				
IKJJFKCN_00019	CDS	1455				hypothetical protein
IKJJFKCN_00020	gene	234				
IKJJFKCN_00020	CDS	234				hypothetical protein
IKJJFKCN_00021	gene	135				
IKJJFKCN_00021	CDS	135				hypothetical protein
IKJJFKCN_00022	gene	861				
IKJJFKCN_00022	CDS	861				hypothetical protein
IKJJFKCN_00023	gene	96				
IKJJFKCN_00023	CDS	96				hypothetical protein
IKJJFKCN_00024	gene	816				
IKJJFKCN_00024	CDS	816				hypothetical protein
IKJJFKCN_00025	gene	1050	nanM			
IKJJFKCN_00025	CDS	1050	nanM	5.1.3.24		N-acetylneuraminate epimerase
IKJJFKCN_00026	gene	1110	yfmJ			
IKJJFKCN_00026	CDS	1110	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
IKJJFKCN_00027	gene	492				
IKJJFKCN_00027	CDS	492				hypothetical protein
IKJJFKCN_00028	gene	693				
IKJJFKCN_00028	CDS	693				hypothetical protein
IKJJFKCN_00029	gene	717				
IKJJFKCN_00029	CDS	717				hypothetical protein
IKJJFKCN_00030	gene	1023	murG_1			
