locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICONNLDH_00001	gene	396				
ICONNLDH_00001	CDS	396				hypothetical protein
ICONNLDH_00002	gene	768				
ICONNLDH_00002	CDS	768				hypothetical protein
ICONNLDH_00003	gene	465	dtxR			
ICONNLDH_00003	CDS	465	dtxR			Diphtheria toxin repressor
ICONNLDH_00004	gene	165				
ICONNLDH_00004	CDS	165				hypothetical protein
ICONNLDH_00005	gene	420				
ICONNLDH_00005	CDS	420				hypothetical protein
ICONNLDH_00006	gene	369				
ICONNLDH_00006	CDS	369				hypothetical protein
ICONNLDH_00007	gene	1053				
ICONNLDH_00007	CDS	1053				hypothetical protein
ICONNLDH_00008	gene	294	cutA			
ICONNLDH_00008	CDS	294	cutA		COG1324	Divalent-cation tolerance protein CutA
ICONNLDH_00009	gene	1203				
ICONNLDH_00009	CDS	1203				hypothetical protein
ICONNLDH_00010	gene	912	ttuA			
ICONNLDH_00010	CDS	912	ttuA	2.8.1.15	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
ICONNLDH_00011	gene	312				
ICONNLDH_00011	misc_RNA	312				Archaea_SRP
ICONNLDH_00012	gene	417				
ICONNLDH_00012	CDS	417				hypothetical protein
ICONNLDH_00013	gene	279	yccX			
ICONNLDH_00013	CDS	279	yccX	3.6.1.7		Acylphosphatase
ICONNLDH_00014	gene	732				
ICONNLDH_00014	CDS	732				hypothetical protein
ICONNLDH_00015	gene	2187	ftsH_1			
ICONNLDH_00015	CDS	2187	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ICONNLDH_00016	gene	1290				
ICONNLDH_00016	CDS	1290				hypothetical protein
ICONNLDH_00017	gene	237				
ICONNLDH_00017	CDS	237				hypothetical protein
ICONNLDH_00018	gene	243				
ICONNLDH_00018	CDS	243				hypothetical protein
ICONNLDH_00019	gene	987				
ICONNLDH_00019	CDS	987				hypothetical protein
ICONNLDH_00020	gene	687	aqpZ			
ICONNLDH_00020	CDS	687	aqpZ		COG0580	Aquaporin Z
ICONNLDH_00021	gene	1278	hemL			
ICONNLDH_00021	CDS	1278	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
ICONNLDH_00022	gene	933	hemC			
ICONNLDH_00022	CDS	933	hemC	2.5.1.61		Porphobilinogen deaminase
ICONNLDH_00023	gene	756	sumT			
ICONNLDH_00023	CDS	756	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
ICONNLDH_00024	gene	798				
ICONNLDH_00024	CDS	798				hypothetical protein
ICONNLDH_00025	gene	1401				
ICONNLDH_00025	CDS	1401				hypothetical protein
ICONNLDH_00026	gene	1401				
ICONNLDH_00026	CDS	1401				hypothetical protein
ICONNLDH_00027	gene	318	bphA3			
ICONNLDH_00027	CDS	318	bphA3			Biphenyl dioxygenase ferredoxin subunit
ICONNLDH_00028	gene	1245	csd			
ICONNLDH_00028	CDS	1245	csd	2.8.1.7		putative cysteine desulfurase
ICONNLDH_00029	gene	447	sufU			
ICONNLDH_00029	CDS	447	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
ICONNLDH_00030	gene	348				
ICONNLDH_00030	CDS	348				hypothetical protein
ICONNLDH_00031	gene	1119	pgk/tpi			
ICONNLDH_00031	CDS	1119	pgk/tpi		COG0126	Bifunctional PGK/TIM
ICONNLDH_00032	gene	405				
ICONNLDH_00032	CDS	405				hypothetical protein
ICONNLDH_00033	gene	687				
ICONNLDH_00033	CDS	687				hypothetical protein
ICONNLDH_00034	gene	489				
ICONNLDH_00034	CDS	489				hypothetical protein
ICONNLDH_00035	gene	816	nadK			
ICONNLDH_00035	CDS	816	nadK	2.7.1.23		NAD kinase
ICONNLDH_00036	gene	846	ttuD			
ICONNLDH_00036	CDS	846	ttuD		COG2897	Sulfur carrier protein TtuD
ICONNLDH_00037	gene	312				
ICONNLDH_00037	CDS	312				hypothetical protein
ICONNLDH_00038	gene	957				
