locus_tag	ftype	length_bp	gene	EC_number	COG	product
ALFHHBKH_00001	gene	399				
ALFHHBKH_00001	CDS	399				hypothetical protein
ALFHHBKH_00002	gene	1269	hemL_1			
ALFHHBKH_00002	CDS	1269	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
ALFHHBKH_00003	gene	936	hemC			
ALFHHBKH_00003	CDS	936	hemC	2.5.1.61		Porphobilinogen deaminase
ALFHHBKH_00004	gene	744	sumT			
ALFHHBKH_00004	CDS	744	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
ALFHHBKH_00005	gene	810				
ALFHHBKH_00005	CDS	810				hypothetical protein
ALFHHBKH_00006	gene	1401				
ALFHHBKH_00006	CDS	1401				hypothetical protein
ALFHHBKH_00007	gene	1401				
ALFHHBKH_00007	CDS	1401				hypothetical protein
ALFHHBKH_00008	gene	309	bphA3			
ALFHHBKH_00008	CDS	309	bphA3			Biphenyl 2,3-dioxygenase, ferredoxin component
ALFHHBKH_00009	gene	1248	csd			
ALFHHBKH_00009	CDS	1248	csd	2.8.1.7		putative cysteine desulfurase
ALFHHBKH_00010	gene	411	iscU			
ALFHHBKH_00010	CDS	411	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
ALFHHBKH_00011	gene	324				
ALFHHBKH_00011	CDS	324				hypothetical protein
ALFHHBKH_00012	gene	1209	pgk			
ALFHHBKH_00012	CDS	1209	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
ALFHHBKH_00013	gene	600				
ALFHHBKH_00013	CDS	600				hypothetical protein
ALFHHBKH_00014	gene	312				
ALFHHBKH_00014	CDS	312				hypothetical protein
ALFHHBKH_00015	gene	789				
ALFHHBKH_00015	CDS	789				hypothetical protein
ALFHHBKH_00016	gene	600				
ALFHHBKH_00016	CDS	600				hypothetical protein
ALFHHBKH_00017	gene	312				
ALFHHBKH_00017	CDS	312				hypothetical protein
ALFHHBKH_00018	gene	621				
ALFHHBKH_00018	CDS	621				hypothetical protein
ALFHHBKH_00019	gene	621	yedJ			
ALFHHBKH_00019	CDS	621	yedJ		COG1418	putative protein YedJ
ALFHHBKH_00020	gene	312				
ALFHHBKH_00020	CDS	312				hypothetical protein
ALFHHBKH_00021	gene	984	hemB			
ALFHHBKH_00021	CDS	984	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
ALFHHBKH_00022	gene	1254	hemA			
ALFHHBKH_00022	CDS	1254	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
ALFHHBKH_00023	gene	654	cysG			
ALFHHBKH_00023	CDS	654	cysG		COG0007	Siroheme synthase
ALFHHBKH_00024	gene	1023				
ALFHHBKH_00024	CDS	1023				hypothetical protein
ALFHHBKH_00025	gene	777				
ALFHHBKH_00025	CDS	777				hypothetical protein
ALFHHBKH_00026	gene	285				
ALFHHBKH_00026	CDS	285				hypothetical protein
ALFHHBKH_00027	gene	996	iolS_1			
ALFHHBKH_00027	CDS	996	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
ALFHHBKH_00028	gene	546				
ALFHHBKH_00028	CDS	546				hypothetical protein
ALFHHBKH_00029	gene	669				
ALFHHBKH_00029	CDS	669				hypothetical protein
ALFHHBKH_00030	gene	744				
ALFHHBKH_00030	CDS	744				hypothetical protein
ALFHHBKH_00031	gene	765	sufC			
ALFHHBKH_00031	CDS	765	sufC		COG0396	Vegetative protein 296
ALFHHBKH_00032	gene	960				
ALFHHBKH_00032	CDS	960				hypothetical protein
ALFHHBKH_00033	gene	264				
ALFHHBKH_00033	CDS	264				hypothetical protein
ALFHHBKH_00034	gene	300				
ALFHHBKH_00034	CDS	300				hypothetical protein
ALFHHBKH_00035	gene	381				
ALFHHBKH_00035	CDS	381				hypothetical protein
ALFHHBKH_00036	gene	561	scpB			
ALFHHBKH_00036	CDS	561	scpB			Segregation and condensation protein B
ALFHHBKH_00037	gene	672				
ALFHHBKH_00037	CDS	672				hypothetical protein
ALFHHBKH_00038	gene	1050	adh			
ALFHHBKH_00038	CDS	1050	adh	1.1.1.1		Alcohol dehydrogenase
ALFHHBKH_00039	gene	558				
ALFHHBKH_00039	CDS	558				hypothetical protein
ALFHHBKH_00040	gene	336	glnB_1			
ALFHHBKH_00040	CDS	336	glnB_1		COG0347	Nitrogen regulatory protein P-II
ALFHHBKH_00041	gene	633				
ALFHHBKH_00041	CDS	633				hypothetical protein
ALFHHBKH_00042	gene	993				
ALFHHBKH_00042	CDS	993				hypothetical protein
ALFHHBKH_00043	gene	753	rcsC_1			
ALFHHBKH_00043	CDS	753	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
ALFHHBKH_00044	gene	501				
ALFHHBKH_00044	CDS	501				hypothetical protein
ALFHHBKH_00045	gene	855				
ALFHHBKH_00045	CDS	855				hypothetical protein
ALFHHBKH_00046	gene	135				
ALFHHBKH_00046	CDS	135				hypothetical protein
ALFHHBKH_00047	gene	393	spo0A_1			
ALFHHBKH_00047	CDS	393	spo0A_1			Stage 0 sporulation protein A
ALFHHBKH_00048	gene	1260	kefB			
ALFHHBKH_00048	CDS	1260	kefB			Glutathione-regulated potassium-efflux system protein KefB
ALFHHBKH_00049	gene	279				
ALFHHBKH_00049	CDS	279				hypothetical protein
ALFHHBKH_00050	gene	1509				
ALFHHBKH_00050	CDS	1509				hypothetical protein
ALFHHBKH_00051	gene	963				
ALFHHBKH_00051	CDS	963				hypothetical protein
ALFHHBKH_00052	gene	723	znuC			
ALFHHBKH_00052	CDS	723	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
ALFHHBKH_00053	gene	759	phnE			
ALFHHBKH_00053	CDS	759	phnE		COG3639	Phosphate-import permease protein PhnE
ALFHHBKH_00054	gene	1260				
ALFHHBKH_00054	CDS	1260				hypothetical protein
ALFHHBKH_00055	gene	939				
ALFHHBKH_00055	CDS	939				hypothetical protein
ALFHHBKH_00056	gene	387				
ALFHHBKH_00056	CDS	387				hypothetical protein
ALFHHBKH_00057	gene	189				
ALFHHBKH_00057	CDS	189				hypothetical protein
ALFHHBKH_00058	gene	909				
ALFHHBKH_00058	CDS	909				hypothetical protein
ALFHHBKH_00059	gene	606				
ALFHHBKH_00059	CDS	606				hypothetical protein
ALFHHBKH_00060	gene	411				
ALFHHBKH_00060	CDS	411				hypothetical protein
ALFHHBKH_00061	gene	684				
ALFHHBKH_00061	CDS	684				hypothetical protein
ALFHHBKH_00062	gene	1326	ffh			
ALFHHBKH_00062	CDS	1326	ffh		COG0541	Signal recognition particle protein
ALFHHBKH_00063	gene	1179				
ALFHHBKH_00063	CDS	1179				hypothetical protein
ALFHHBKH_00064	gene	708				
ALFHHBKH_00064	CDS	708				hypothetical protein
ALFHHBKH_00065	gene	180				
ALFHHBKH_00065	CDS	180				hypothetical protein
ALFHHBKH_00066	gene	405				
ALFHHBKH_00066	CDS	405				hypothetical protein
ALFHHBKH_00067	gene	561				
ALFHHBKH_00067	CDS	561				hypothetical protein
ALFHHBKH_00068	gene	1284	apgM			
ALFHHBKH_00068	CDS	1284	apgM			2,3-bisphosphoglycerate-independent phosphoglycerate mutase
ALFHHBKH_00069	gene	1068	galT			
ALFHHBKH_00069	CDS	1068	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
ALFHHBKH_00070	gene	420				
ALFHHBKH_00070	CDS	420				hypothetical protein
ALFHHBKH_00071	gene	441				
ALFHHBKH_00071	CDS	441				hypothetical protein
ALFHHBKH_00072	gene	702	cugP_1			
ALFHHBKH_00072	CDS	702	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
ALFHHBKH_00073	gene	1302	thiDN			
ALFHHBKH_00073	CDS	1302	thiDN		COG0351	Bifunctional thiamine biosynthesis protein ThiDN
ALFHHBKH_00074	gene	1341	bzaF			
ALFHHBKH_00074	CDS	1341	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
ALFHHBKH_00075	gene	405				
ALFHHBKH_00075	CDS	405				hypothetical protein
ALFHHBKH_00076	gene	855				
ALFHHBKH_00076	CDS	855				hypothetical protein
ALFHHBKH_00077	gene	1410	hisC_1			
ALFHHBKH_00077	CDS	1410	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
ALFHHBKH_00078	gene	1095	aroC			
ALFHHBKH_00078	CDS	1095	aroC	4.2.3.5		Chorismate synthase
ALFHHBKH_00079	gene	1269	aroA			
ALFHHBKH_00079	CDS	1269	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
ALFHHBKH_00080	gene	852	thrB_1			
ALFHHBKH_00080	CDS	852	thrB_1	2.7.1.39		Homoserine kinase
ALFHHBKH_00081	gene	822	aroE			
ALFHHBKH_00081	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
ALFHHBKH_00082	gene	669	aroD			
ALFHHBKH_00082	CDS	669	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
ALFHHBKH_00083	gene	1053	aroB'			
ALFHHBKH_00083	CDS	1053	aroB'	1.4.1.24		3-dehydroquinate synthase
ALFHHBKH_00084	gene	789	griI			
