locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHDECCJJ_00001	gene	921				
GHDECCJJ_00001	CDS	921				hypothetical protein
GHDECCJJ_00002	gene	76				
GHDECCJJ_00002	tRNA	76				tRNA-Glu(ctc)
GHDECCJJ_00003	gene	240				
GHDECCJJ_00003	CDS	240				hypothetical protein
GHDECCJJ_00004	gene	165				
GHDECCJJ_00004	CDS	165				hypothetical protein
GHDECCJJ_00005	gene	144				
GHDECCJJ_00005	CDS	144				hypothetical protein
GHDECCJJ_00006	gene	165				
GHDECCJJ_00006	CDS	165				hypothetical protein
GHDECCJJ_00007	gene	1524				
GHDECCJJ_00007	CDS	1524				hypothetical protein
GHDECCJJ_00008	gene	360				
GHDECCJJ_00008	CDS	360				hypothetical protein
GHDECCJJ_00009	gene	567				
GHDECCJJ_00009	CDS	567				hypothetical protein
GHDECCJJ_00010	gene	633				
GHDECCJJ_00010	CDS	633				hypothetical protein
GHDECCJJ_00011	gene	321				
GHDECCJJ_00011	CDS	321				hypothetical protein
GHDECCJJ_00012	gene	453				
GHDECCJJ_00012	CDS	453				hypothetical protein
GHDECCJJ_00013	gene	996	drrA			
GHDECCJJ_00013	CDS	996	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
GHDECCJJ_00014	gene	786				
GHDECCJJ_00014	CDS	786				hypothetical protein
GHDECCJJ_00015	gene	666	aqpZ			
GHDECCJJ_00015	CDS	666	aqpZ		COG0580	Aquaporin Z
GHDECCJJ_00016	gene	1278	hemL			
GHDECCJJ_00016	CDS	1278	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
GHDECCJJ_00017	gene	936	hemC			
GHDECCJJ_00017	CDS	936	hemC	2.5.1.61		Porphobilinogen deaminase
GHDECCJJ_00018	gene	750	sumT			
GHDECCJJ_00018	CDS	750	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
GHDECCJJ_00019	gene	801				
GHDECCJJ_00019	CDS	801				hypothetical protein
GHDECCJJ_00020	gene	2073				
GHDECCJJ_00020	CDS	2073				hypothetical protein
GHDECCJJ_00021	gene	234				
GHDECCJJ_00021	CDS	234				hypothetical protein
GHDECCJJ_00022	gene	1230				
GHDECCJJ_00022	CDS	1230				hypothetical protein
GHDECCJJ_00023	gene	234				
GHDECCJJ_00023	CDS	234				hypothetical protein
GHDECCJJ_00024	gene	177				
GHDECCJJ_00024	CDS	177				hypothetical protein
GHDECCJJ_00025	gene	357				
GHDECCJJ_00025	CDS	357				hypothetical protein
GHDECCJJ_00026	gene	165				
GHDECCJJ_00026	CDS	165				hypothetical protein
GHDECCJJ_00027	gene	1401				
GHDECCJJ_00027	CDS	1401				hypothetical protein
GHDECCJJ_00028	gene	1398				
GHDECCJJ_00028	CDS	1398				hypothetical protein
GHDECCJJ_00029	gene	318	bphA3			
GHDECCJJ_00029	CDS	318	bphA3			Biphenyl 2,3-dioxygenase, ferredoxin component
GHDECCJJ_00030	gene	1245	csd			
GHDECCJJ_00030	CDS	1245	csd	2.8.1.7		putative cysteine desulfurase
GHDECCJJ_00031	gene	444	sufU			
GHDECCJJ_00031	CDS	444	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
GHDECCJJ_00032	gene	348				
GHDECCJJ_00032	CDS	348				hypothetical protein
GHDECCJJ_00033	gene	1209	pgk			
GHDECCJJ_00033	CDS	1209	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
GHDECCJJ_00034	gene	669				
GHDECCJJ_00034	CDS	669				hypothetical protein
GHDECCJJ_00035	gene	312				
GHDECCJJ_00035	CDS	312				hypothetical protein
GHDECCJJ_00036	gene	669				
GHDECCJJ_00036	CDS	669				hypothetical protein
GHDECCJJ_00037	gene	306				
GHDECCJJ_00037	CDS	306				hypothetical protein
GHDECCJJ_00038	gene	426				
GHDECCJJ_00038	CDS	426				hypothetical protein
GHDECCJJ_00039	gene	183				
GHDECCJJ_00039	CDS	183				hypothetical protein
GHDECCJJ_00040	gene	618				
GHDECCJJ_00040	CDS	618				hypothetical protein
GHDECCJJ_00041	gene	630	yedJ			
GHDECCJJ_00041	CDS	630	yedJ		COG1418	putative protein YedJ
GHDECCJJ_00042	gene	867				
GHDECCJJ_00042	CDS	867				hypothetical protein
GHDECCJJ_00043	gene	438				
GHDECCJJ_00043	CDS	438				hypothetical protein
GHDECCJJ_00044	gene	120				
